source_image_id,provider_split,current_count,v4_count,delta,current_classes,v4_classes,added_class_counts,removed_class_counts,relabelled,reshaped_matches,match_status,notes
SPkjTewbo5B0mADZT61m,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
STq4QNtivjTEw93pnzUf,train,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
SkRWCmGhaCswgUNKIAos,valid,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
SoyYOpTgmlQWlluJOZEE,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
SpqTKP1HgPTfRMf3kjMw,train,6,6,0,helmet_loose=2;helmet_on_head=2;person=1;vest_on_body=1,helmet_loose=2;helmet_on_head=2;person=1;vest_on_body=1,,,,0,unchanged,
SurmZufksfn5NllTtjD8,train,2,2,0,person=2,person=2,,,,0,unchanged,
Sx8zzDNF7sd2E0aaDtN8,train,6,6,0,helmet_on_head=1;person=4;vest_on_body=1,helmet_on_head=1;person=4;vest_on_body=1,,,,0,unchanged,
Sxg7i96XAHXonWrVAV8Q,train,1,1,0,person=1,person=1,,,,0,unchanged,
T6C7HiZwQDa07dlanhBF,train,5,5,0,helmet_on_head=1;person=2;vest_on_body=2,helmet_on_head=1;person=2;vest_on_body=2,,,,0,unchanged,
THaelQmgDKdUwfSFIAx5,train,2,2,0,helmet_loose=1;person=1,helmet_loose=1;person=1,,,,0,unchanged,
TRn9Bx3c2kyqm0x9Suct,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
TfT34mr30shVLpJdQuu4,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
TqbtZYtTWiEhg5zB0duU,valid,1,1,0,person=1,person=1,,,,0,unchanged,
Tw3kcCGIMX2DmGQevfCR,valid,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
TwF1Rahc7CIP2gpmlbLS,train,11,11,0,helmet_loose=5;vest_loose=6,helmet_loose=5;vest_loose=6,,,,0,unchanged,
TypXpPM2GOKRXVcgFCjR,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
U0AseIcul3Oj2l27WnM8,train,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
U1qd4okczSBsE3VT6pzg,valid,1,1,0,person=1,person=1,,,,0,unchanged,
U8OKPL7BU1Y2lII5M7Ui,train,1,1,0,person=1,person=1,,,,0,unchanged,
UCdf01APuQuNPLZxO7Vb,train,16,16,0,helmet_loose=16,helmet_loose=16,,,,0,unchanged,
UUktj1unQEF7oxAAKuge,valid,1,1,0,person=1,person=1,,,,0,unchanged,
Ud5BlYIB2FSpmLDEEq9z,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,1,modified_in_place,
Um5Oft7wh92nWZzcd33C,train,4,4,0,helmet_on_head=1;person=3,helmet_on_head=1;person=3,,,,0,unchanged,
UzXLvGMEvzoOvv29dkyY,test,3,3,0,helmet_loose=3,helmet_loose=3,,,,0,unchanged,
V2ZGAcXVfLD8h3Nv7zCq,train,10,10,0,helmet_on_head=3;person=4;vest_on_body=3,helmet_on_head=3;person=4;vest_on_body=3,,,,0,unchanged,
VBtNhSPdKWG9aB5UwSAp,train,3,3,0,helmet_loose=1;person=1;vest_on_body=1,helmet_loose=1;person=1;vest_on_body=1,,,,0,unchanged,
VKyk8uoMs024kVF0SQRN,train,1,1,0,person=1,person=1,,,,0,unchanged,
Vtt35PA66TdcCFU5LqWG,valid,27,27,0,helmet_loose=14;vest_loose=13,helmet_loose=14;vest_loose=13,,,,0,unchanged,
VzapfWdPlwdZ5ZjvR9Lz,train,4,4,0,helmet_loose=1;person=2;vest_on_body=1,helmet_loose=1;person=2;vest_on_body=1,,,,0,unchanged,
WDUbla9aKXNSFb1VPo3Y,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
WK7rSXorlMi85h9asAR3,test,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
WRFgtFooB6kjdViPXWHk,valid,2,2,0,helmet_loose=2,helmet_loose=2,,,,0,unchanged,
WeIamb2srt7SBgcfAFq1,train,3,3,0,person=3,person=3,,,,0,unchanged,
WfgDXbNWgS61DtELPPR9,train,1,1,0,person=1,person=1,,,,0,unchanged,
WiRPJkDVQdPSvkqMW8Rh,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
WizgfRCkmeL3P8qusBOI,test,14,14,0,helmet_on_head=3;person=7;vest_on_body=4,helmet_on_head=3;person=7;vest_on_body=4,,,,3,modified_in_place,
WmrVhZUFxNgrZvYUWnIJ,train,4,3,1,helmet_on_head=1;person=1;vest_on_body=2,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=1,,,1,added_only,
WrxzGNad1ocUQmr32npK,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
Wv9gMcKNBNTvFlSRuZe3,train,3,3,0,helmet_loose=1;person=1;vest_on_body=1,helmet_loose=1;person=1;vest_on_body=1,,,,0,unchanged,
WvGmeXrUqULTXbaSGJgZ,train,5,3,2,helmet_on_head=1;person=1;vest_on_body=3,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=3,vest_on_body=1,,0,added_and_removed,
Wxlj5YOPuTXsUopMH7bg,train,1,1,0,person=1,person=1,,,,0,unchanged,
WzTgGIeyuH1B3BYfY7tf,train,1,1,0,person=1,person=1,,,,0,unchanged,
X5ZA7xQ8Kzl1xm0xBcdd,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
X8B97hWGbmozigS9fEf4,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
XJ12x7QMBoWQ5JDrvK1E,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
XQUau6Bs9iWpTYrXHtq0,valid,1,1,0,person=1,person=1,,,,0,unchanged,
XR2eyVIj5HC0jcNt3TaF,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
XakHn7NQJzcdCBMuA4V1,train,4,4,0,person=4,person=4,,,,0,unchanged,
XglPXJS02oKjbtcYMeG1,train,2,2,0,helmet_loose=1;person=1,helmet_loose=1;person=1,,,,0,unchanged,
XvqBrAuKPXCrvqEIjBai,train,4,4,0,helmet_on_head=1;person=2;vest_on_body=1,helmet_on_head=1;person=2;vest_on_body=1,,,,0,unchanged,
Y1meTyz9qAlTOKqcMF21,train,6,3,3,helmet_on_head=1;person=1;vest_on_body=4,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=4,vest_on_body=1,,0,added_and_removed,
Y8Qx4RUxXlcq5dm2gx4n,valid,8,8,0,helmet_on_head=3;person=3;vest_on_body=2,helmet_on_head=3;person=3;vest_on_body=2,,,,0,unchanged,
YEZrZA7GrbvlyKBA7z5q,test,3,3,0,helmet_loose=2;person=1,helmet_loose=2;person=1,,,,0,unchanged,
YUsaUSUsoTg1Dhf5PVRS,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
Ye8ccAU3zvBw2RWzUr4w,train,4,4,0,person=2;vest_on_body=2,person=2;vest_on_body=2,,,,0,unchanged,
Yus4GG8O9bfML35pe2Xg,train,10,10,0,helmet_on_head=3;person=4;vest_on_body=3,helmet_on_head=3;person=4;vest_on_body=3,,,,0,unchanged,
ZBOFTpRZenVU4pLo2qvs,valid,4,4,0,helmet_loose=4,helmet_loose=4,,,,0,unchanged,
ZC5U6cHpgTUpFTtOQWiW,train,3,3,0,person=2;vest_on_body=1,person=2;vest_on_body=1,,,,0,unchanged,
ZSEtO1xi7ojj6XTirEb1,train,14,14,0,helmet_on_head=4;person=4;vest_on_body=6,helmet_on_head=4;person=4;vest_on_body=6,,,,2,modified_in_place,
ZtkHwixUGYxprWRUjVfK,train,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
ZyE71IGsDLI6OG9aIUwV,test,3,3,0,person=2;vest_on_body=1,person=2;vest_on_body=1,,,,0,unchanged,
aEsSiryCIhDl2uLhyYVc,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
aY9eNC7XGXN7yzM04BIy,test,0,0,0,,,,,,0,unchanged,
ahfMFVQYlwiC5qDCiYTe,valid,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
ajCO2t9BGFENy5GElzHf,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
ajcbQPBpsaCua5ocPPgp,train,2,2,0,person=2,person=2,,,,0,unchanged,
arsAD5W3OM2LZE59FvZO,train,0,0,0,,,,,,0,unchanged,
bQfpZl7W2IH4XyIddjOY,train,7,7,0,person=7,person=7,,,,0,unchanged,
bQh3X6QEPcT50H0QeLPP,valid,3,3,0,person=3,person=3,,,,0,unchanged,
bya4T8yTfPXtyN71EGq6,test,1,1,0,person=1,person=1,,,,0,unchanged,
cR6jQqnXlXEih0YeParx,valid,9,9,0,helmet_loose=9,helmet_loose=9,,,,0,unchanged,
cYheOItaMXJ9X72dU5u4,train,4,4,0,helmet_on_head=2;person=2,helmet_on_head=2;person=2,,,,0,unchanged,
d1LRdQbKYoIKVWX76Mj1,train,1,1,0,person=1,person=1,,,,0,unchanged,
dOdZyD1R1kVyKKu9TD1D,train,3,3,0,vest_loose=3,vest_loose=3,,,,0,unchanged,
dV0CbyCSJtXWWMuNiUBb,train,5,5,0,helmet_on_head=1;person=2;vest_on_body=2,helmet_on_head=1;person=2;vest_on_body=2,,,,0,unchanged,
dVaKcGZ9EJmsN6TEqTdZ,train,1,1,0,person=1,person=1,,,,0,unchanged,
dYU1JnyrMTQu4U60pGK9,train,1,1,0,person=1,person=1,,,,0,unchanged,
dcveFfgBcxZdfrcwfGt2,valid,9,9,0,helmet_on_head=3;person=3;vest_on_body=3,helmet_on_head=3;person=3;vest_on_body=3,,,,0,unchanged,
dkDUAa5JcRqtBp6op5UD,test,6,6,0,helmet_on_head=2;person=2;vest_on_body=2,helmet_on_head=2;person=2;vest_on_body=2,,,,0,unchanged,
dwz8H6tUE91TOzWAqabt,train,13,3,10,helmet_on_head=1;person=9;vest_on_body=3,helmet_on_head=1;person=1;vest_on_body=1,person=8;vest_on_body=2,,,0,added_only,
eAKrlJVl2YEdaogp9yez,train,4,4,0,person=4,person=4,,,,0,unchanged,
eK6ftnVVMa7WC57HMKWj,train,2,2,0,person=2,person=2,,,,0,unchanged,
eZW0CBCWqoYoxqYPQphx,train,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
euCQjjUlEThJqziS0g9T,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
f0Z2QQcy1PolmwGQXPzx,train,6,6,0,person=5;vest_on_body=1,person=5;vest_on_body=1,,,,1,modified_in_place,
f1CUR1R0AXa8BF8OuBa2,train,28,28,0,helmet_loose=28,helmet_loose=28,,,,8,modified_in_place,
f9lN7loqzgrkrUl5cotk,train,4,4,0,helmet_on_head=2;person=2,helmet_on_head=2;person=2,,,,1,modified_in_place,
fACVNCxfZ1UpWLOyW5Un,train,1,1,0,person=1,person=1,,,,0,unchanged,
fCguAs4b5u4OAThWLpsh,train,6,6,0,helmet_on_head=3;person=3,helmet_on_head=3;person=3,,,,0,unchanged,
fLAAu4V914vaOBpzi2jz,train,1,1,0,person=1,person=1,,,,0,unchanged,
fUSboNBF7gsWxFhJcana,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
fVfuf7cWPnRyw4D9x1vo,test,1,1,0,person=1,person=1,,,,0,unchanged,
fZbJypRfWdeUfPmPJbv2,train,14,14,0,helmet_loose=14,helmet_loose=14,,,,0,unchanged,
feq9UuxoWtVRBPUnMr4G,valid,3,3,0,person=3,person=3,,,,0,unchanged,
fh9ZLK61WWobTGZsxZtb,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,1,modified_in_place,
fl9aZo56CB47TAGghJlT,test,0,0,0,,,,,,0,unchanged,
fttALlrksUCBwd1P1uxT,train,6,6,0,helmet_on_head=1;person=3;vest_on_body=2,helmet_on_head=1;person=3;vest_on_body=2,,,,3,modified_in_place,
g1wRtvNq6gOrnSakm4aj,test,7,7,0,person=7,person=7,,,,3,modified_in_place,
gNPDrOkY5ncvCstpk8Ir,valid,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
gPFGULsXJIadGfSxA0ZC,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
gYn6rlfE3jNZF4ue6QGT,train,3,3,0,helmet_loose=1;person=2,helmet_loose=1;person=2,,,,0,unchanged,
ghzZPWPu7P2hqWEVXzdK,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
glS8kOIkWw2z5g9Jf0YI,train,2,2,0,person=2,person=2,,,,0,unchanged,
gtQyCqdKvXk2yIeURzCw,train,2,2,0,helmet_loose=1;person=1,helmet_loose=1;person=1,,,,0,unchanged,
guTxd6qoSMleRrrzuudX,train,7,7,0,helmet_on_head=2;person=3;vest_on_body=2,helmet_on_head=2;person=3;vest_on_body=2,,,,0,unchanged,
gwAoT5NhaRgUOaU5OHpI,test,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,1,modified_in_place,
hKVfPWLhNq2uN8d3SJs1,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
hRBalleqqyG7t2msbEJX,valid,4,4,0,person=4,person=4,,,,0,unchanged,
hn0aQnTlX2RCubxvozTD,train,1,1,0,person=1,person=1,,,,0,unchanged,
hsfBHYazMXnS3WJlQzR7,train,6,6,0,helmet_on_head=2;person=2;vest_on_body=2,helmet_on_head=2;person=2;vest_on_body=2,,,,0,unchanged,
iJ4dUZWQCFaMhFRpxFFB,valid,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
iYDeCo5SbjJugwsbVESB,valid,36,36,0,helmet_on_head=14;person=21;vest_on_body=1,helmet_on_head=14;person=21;vest_on_body=1,,,,19,modified_in_place,
iaiWnIvvT5pVlhb0dKOl,valid,6,6,0,helmet_on_head=3;person=3,helmet_on_head=3;person=3,,,,0,unchanged,
ifby7cAiqu9ONl1N8bBb,valid,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
imjwATL2GrVSVnpZbh6h,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
inWNXCMjoiZbYJ8VZYuO,train,0,0,0,,,,,,0,unchanged,
iubfYkjY0FQevxBHrSDF,train,12,12,0,helmet_on_head=4;person=4;vest_on_body=4,helmet_on_head=4;person=4;vest_on_body=4,,,,0,unchanged,
j62kdLyGTgOcZr6cFg4l,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
jB6vHTpd3bg6PYMbkqIa,train,1,1,0,person=1,person=1,,,,0,unchanged,
jDwIXNJBgF475XoAE6vp,train,8,8,0,helmet_on_head=1;person=5;vest_on_body=2,helmet_on_head=1;person=5;vest_on_body=2,,,,0,unchanged,
jMjBquUFO7RKmJoREtKf,test,1,1,0,person=1,person=1,,,,1,modified_in_place,
jZRJXWZrSuoa2xxRDSQL,test,0,0,0,,,,,,0,unchanged,
k5KncB0t5cKDlnJjjD7R,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
k9xkkgvQEhZ5r4UBzBLi,train,2,2,0,person=2,person=2,,,,0,unchanged,
kTH5lgBkMr7IPrRdEdsH,valid,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
kd9SJdeJNaqWF3otEono,train,4,4,0,helmet_loose=4,helmet_loose=4,,,,1,modified_in_place,
keYyPpX3glyxtyVpJW0h,train,1,1,0,person=1,person=1,,,,0,unchanged,
kfY9GYBFnMHnsmXlT7Pk,test,4,3,1,helmet_on_head=1;person=1;vest_on_body=2,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=1,,,1,added_only,
krq8FSSwp3IHgm9N0pao,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
kusZ7rL0IJdPP025Z3VL,train,64,64,0,person=64,person=64,,,,32,modified_in_place,
kvlkvPKhlcIlNoa2lJKq,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
l3CKxvrKhNSJ5s7EZGYx,train,10,10,0,helmet_on_head=4;person=2;vest_on_body=4,helmet_on_head=4;person=2;vest_on_body=4,,,,2,modified_in_place,
l6p3b5329wOTIlDWrxKz,train,0,0,0,,,,,,0,unchanged,
l9Dl2hgmgUUntj7KnCDr,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
lHkj3xNmUL3G67dHG1Zr,test,8,3,5,helmet_on_head=1;person=1;vest_on_body=6,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=5,,,1,added_only,
lSb8IK6pm0WEKyASISFH,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
lgBtELsXF4mmvJVuTAhW,train,4,4,0,person=4,person=4,,,,0,unchanged,
ljmzAWSjDGWvNtmeIhi5,train,22,5,17,helmet_on_head=1;person=19;vest_on_body=2,helmet_on_head=1;person=2;vest_on_body=2,person=17,,,0,added_only,
m2cPIgGRcvybNcEUB6QU,train,21,21,0,helmet_on_head=7;person=7;vest_on_body=7,helmet_on_head=7;person=7;vest_on_body=7,,,,10,modified_in_place,
mGpEymQ65D2CMZ9cGGfq,train,11,11,0,helmet_on_head=4;person=4;vest_on_body=3,helmet_on_head=4;person=4;vest_on_body=3,,,,0,unchanged,
me3L0EvJNoTCq7JgLKP6,train,4,4,0,person=4,person=4,,,,0,unchanged,
mlodMvChxLj1pS9RDfqi,train,3,3,0,helmet_on_head=1;person=2,helmet_on_head=1;person=2,,,,0,unchanged,
mp5LAcrQy7CC3sruY2wU,test,1,1,0,person=1,person=1,,,,0,unchanged,
mzi1EX980oEaKVVulnGv,train,4,4,0,person=4,person=4,,,,1,modified_in_place,
n3HmiRWyY5MKTrr6Vrd3,valid,5,5,0,helmet_on_head=2;person=2;vest_on_body=1,helmet_on_head=2;person=2;vest_on_body=1,,,,0,unchanged,
nQrqR72SD3sC9Hms1O9U,train,1,1,0,person=1,person=1,,,,0,unchanged,
nTcgBq8KIfwkvtofPfOw,train,6,6,0,helmet_on_head=2;person=2;vest_on_body=2,helmet_on_head=2;person=2;vest_on_body=2,,,,0,unchanged,
nXwfWz2We6dOnsyzeEno,test,25,25,0,helmet_on_head=11;person=14,helmet_on_head=11;person=14,,,,5,modified_in_place,
naWKv1VFkDVnpPnS59Bf,valid,1,1,0,person=1,person=1,,,,0,unchanged,
niY7CVigYcNQ0OdTBcor,train,13,13,0,helmet_on_head=3;person=10,helmet_on_head=3;person=10,,,,7,modified_in_place,
o0SiQwUZ5uRlCXASCtiR,test,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
oC3kPMC7WbZm0vaMoq09,test,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
oJppm5xk3UqypLwM3EiO,train,6,6,0,helmet_on_head=2;person=2;vest_on_body=2,helmet_on_head=2;person=2;vest_on_body=2,,,,0,unchanged,
oL1x933NyN6wiKXhxOob,train,5,3,2,helmet_on_head=1;person=1;vest_on_body=3,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=2,,,1,added_only,
oNY9i1I2LbSYd4Zq924U,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
oTvvPXX0GF2JCGezEtXJ,train,3,3,0,helmet_on_head=1;person=2,helmet_on_head=1;person=2,,,,0,unchanged,
ojwkuYxr8Yg4pw09PSCT,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
p0WuKqx9EeARevPPWyRq,valid,1,1,0,person=1,person=1,,,,0,unchanged,
p5lxtMTKDL0gIgbqSrls,train,48,48,0,helmet_loose=48,helmet_loose=48,,,,0,unchanged,
p96kP7xmkvs84TmnINFt,test,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
pE6UkMMWzcDOy86QHSoC,train,33,33,0,person=33,person=33,,,,20,modified_in_place,
pIzGCRRLnf8bfGnx48Ka,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
pMftFzW2M3bmHHBJOTG2,train,7,7,0,person=7,person=7,,,,0,unchanged,
pb3x906Z3qhaYLgBVWrb,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
pbOZlgeseTpoTXwVJjAh,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
pd0SyehnE6l5xoGZqJCt,train,12,12,0,helmet_loose=5;vest_loose=7,helmet_loose=5;vest_loose=7,,,,0,unchanged,
prVjNgHS0pAKIQUelidW,train,1,1,0,person=1,person=1,,,,0,unchanged,
pwZkhgJcda4HLCsziTh1,train,1,1,0,person=1,person=1,,,,0,unchanged,
q2wyXKnABjAqqL0mLiG7,train,6,3,3,helmet_on_head=1;person=1;vest_on_body=4,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=3,,,1,added_only,
q96gkRtLhrZTtKhFqiQU,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
qEBVz8CKiWp4KmTFLCBu,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
ql4CBoTCV3vDAYdQsYAA,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
qm0fl8ee3HpSLSCrrqDG,train,4,4,0,person=2;vest_on_body=2,person=2;vest_on_body=2,,,,0,unchanged,
qpGvhFrN8YelHx1yTsM9,test,9,3,6,helmet_on_head=1;person=1;vest_on_body=7,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=6,,,1,added_only,
qrutbsVFIvplPnd3QSpO,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
qx08jrWTs2SMpvKiaAT7,train,0,0,0,,,,,,0,unchanged,
r3HWnAoRdj2C2qeAdFkr,valid,15,15,0,helmet_on_head=3;person=9;vest_on_body=3,helmet_on_head=3;person=9;vest_on_body=3,,,,0,unchanged,
r3UicRnZtAlek7LbZebm,valid,6,6,0,helmet_on_head=2;person=2;vest_on_body=2,helmet_on_head=2;person=2;vest_on_body=2,,,,0,unchanged,
r4BbR2gJ7CPp1ObMrFIz,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
rE8YybvIjJNdTtORaoUg,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
rGmTI5PGRqRSwShjd9Ud,train,2,2,0,person=2,person=2,,,,0,unchanged,
rH8exgws1DxUXM1Sl2EC,valid,4,4,0,person=2;vest_on_body=2,person=2;vest_on_body=2,,,,0,unchanged,
rTdiLvt8dIscf2PQBU1j,train,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
rYhDjwrXPlmdX7ft3uh3,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
reY8VQLEFB5lzBT6SyIc,valid,2,2,0,helmet_on_head=1;person=1,helmet_on_head=1;person=1,,,,0,unchanged,
rgmMTV7vKJ6wlhm6IioB,train,3,3,0,helmet_on_head=1;person=2,helmet_on_head=1;person=2,,,,0,unchanged,
rpdoJYbURHUkBIZtjRyx,valid,6,6,0,person=6,person=6,,,,1,modified_in_place,
s9ircNOjL3KJuH5uqnhY,train,14,14,0,person=11;vest_on_body=3,person=11;vest_on_body=3,,,,6,modified_in_place,
sCBw5cHMoREKazVjQfkj,train,35,35,0,helmet_loose=35,helmet_loose=35,,,,0,unchanged,
sRXEOujQOUMfRHzPXYsE,train,6,6,0,helmet_on_head=2;person=2;vest_on_body=2,helmet_on_head=2;person=2;vest_on_body=2,,,,0,unchanged,
sSsfNfmuKklWQnB6wgFb,train,5,5,0,person=5,person=5,,,,0,unchanged,
sl5odNB8YRmCtgwWD7pE,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
szhdyw6JE1HhJo9ILihS,test,1,1,0,person=1,person=1,,,,0,unchanged,
szjOIXL0vHTzXnHCk2QD,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
t3Bt4eQVavoJA4eXFvEO,train,2,2,0,person=1;vest_on_body=1,person=1;vest_on_body=1,,,,0,unchanged,
t92NygAuu8S9QMcR2Neh,train,1,1,0,helmet_loose=1,helmet_loose=1,,,,0,unchanged,
tAHPTKhPWsGlGkTWoapB,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
tgYP65AdeQ00p58sCuL0,test,5,5,0,person=5,person=5,,,,0,unchanged,
tjHCOqwRIYw66vZcCHJp,test,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
tqzQPhC5wHy3xDwCdFuo,valid,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
u4uGaDsy2tThEpOEs5TM,valid,11,11,0,helmet_on_head=3;person=4;vest_on_body=4,helmet_on_head=3;person=4;vest_on_body=4,,,,2,modified_in_place,
uZZkiFjkPxvryVuQh0S0,train,3,3,0,person=3,person=3,,,,0,unchanged,
v1m3svUyUjC30E9pB92L,train,3,3,0,helmet_on_head=1;person=1;vest_on_body=1,helmet_on_head=1;person=1;vest_on_body=1,,,,0,unchanged,
vYEZdbnXgIU3r7Aa4AWT,train,4,3,1,helmet_on_head=1;person=1;vest_on_body=2,helmet_on_head=1;person=1;vest_on_body=1,vest_on_body=1,,,0,added_only,
va1h7fuyzlYl8u8358Qx,train,1,1,0,person=1,person=1,,,,0,unchanged,
vh2ww5CJ1DQeofRTmQMg,train,5,5,0,helmet_on_head=2;person=3,helmet_on_head=2;person=3,,,,2,modified_in_place,
vhz25WpcjcQ6mGS8YP5I,valid,2,2,0,helmet_loose=1;person=1,helmet_loose=1;person=1,,,,0,unchanged,
vltD7ae0puVQgcj8VjlZ,train,38,38,0,helmet_loose=38,helmet_loose=38,,,,0,unchanged,
