source_image_id,annotation_id,split,class,canonical_geometry_type,canonical_area_px,reconstructed_area_px,connected_components,component_rings,joined,hole_count,hole_pixels,thinness,adapter_point_count,mask_iou,dice,control_iou,merged_iou,join_loss,serialization_loss,absolute_area_error_px,relative_area_error,signed_relative_area_error,fp_pixels,fn_pixels,bbox_max_delta_px,reason_flags
GI3xss1sRRS18wHohAkx,464,train,vest_on_body,CANONICAL_POLYGON,34186,34495,1,1,0,0,0,4.916497,26,0.989830803,0.994889416,0.986105093,0.986105093,0.000000000,-0.003725710,309,0.009038788,0.009038788,330,21,1.000,RASTER_BOUNDARY_DIFFERENCE
Gbgzj50ZzCdiYvoAOmpo,466,train,vest_on_body,CANONICAL_POLYGON,246561,247291,1,1,0,0,0,4.861166,68,0.996555516,0.998274787,0.995155293,0.995155293,0.000000000,-0.001400223,730,0.002960728,0.002960728,791,61,1.000,RASTER_BOUNDARY_DIFFERENCE
Gbgzj50ZzCdiYvoAOmpo,467,train,person,CANONICAL_POLYGON,488203,489696,1,1,0,0,0,6.632940,131,0.996478241,0.998236014,0.994851982,0.994851982,0.000000000,-0.001626259,1493,0.003058154,0.003058154,1609,116,1.000,RASTER_BOUNDARY_DIFFERENCE
GgFocHO8SbtIBUGEFc8E,468,train,person,CANONICAL_RLE,26212,26532,1,1,0,3,246,8.602508,590,0.967032147,0.983239800,0.990702245,0.990702245,0.000000000,0.023670098,320,0.012208149,0.012208149,602,282,1.000,RASTER_BOUNDARY_DIFFERENCE|HOLE_FILL_APPROXIMATION
HKL8h8X9rHt0XCXlAVNL,477,train,vest_on_body,CANONICAL_RLE,149894,150321,5,5,1,0,0,8.991189,1368,0.986179475,0.993041653,1.000000000,0.998447981,0.001552019,0.012268506,427,0.002848680,0.002848680,1258,831,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
HKL8h8X9rHt0XCXlAVNL,478,train,person,CANONICAL_RLE,360715,361175,2,2,1,1,3,6.109018,1328,0.995494250,0.997742038,0.999991683,0.999861406,0.000130278,0.004367155,460,0.001275245,0.001275245,1045,585,0.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
HKL8h8X9rHt0XCXlAVNL,479,train,helmet_on_head,CANONICAL_RLE,22339,22337,1,1,0,0,0,5.171260,365,0.983660421,0.991762915,1.000000000,1.000000000,0.000000000,0.016339579,2,0.000089530,-0.000089530,183,185,1.000,SERIALIZATION_ONLY
HY3Mq3OzeaAt6PXtTxKq,482,train,person,CANONICAL_POLYGON,704977,707433,1,1,0,0,0,5.469791,120,0.996223540,0.998108198,0.996528583,0.996528583,0.000000000,0.000305043,2456,0.003483802,0.003483802,2564,108,1.000,RASTER_BOUNDARY_DIFFERENCE
HY3Mq3OzeaAt6PXtTxKq,483,train,helmet_loose,CANONICAL_POLYGON,122515,123123,1,1,0,0,0,4.737312,52,0.994446294,0.997215415,0.992888132,0.992888132,0.000000000,-0.001558162,608,0.004962658,0.004962658,646,38,1.000,RASTER_BOUNDARY_DIFFERENCE
HYb9stwdqDCKBBrTeTLe,484,train,vest_on_body,CANONICAL_RLE,178113,178301,1,1,0,0,0,4.611281,538,0.995062917,0.997525350,1.000000000,1.000000000,0.000000000,0.004937083,188,0.001055510,0.001055510,535,347,1.000,SERIALIZATION_ONLY
HYb9stwdqDCKBBrTeTLe,485,train,person,CANONICAL_RLE,415389,415567,1,1,0,0,0,5.062943,1108,0.996568891,0.998281497,1.000000000,1.000000000,0.000000000,0.003431109,178,0.000428514,0.000428514,803,625,1.000,SERIALIZATION_ONLY
HYb9stwdqDCKBBrTeTLe,486,train,helmet_on_head,CANONICAL_RLE,88871,88989,1,1,0,0,0,6.426181,793,0.990108759,0.995029799,1.000000000,1.000000000,0.000000000,0.009891241,118,0.001327767,0.001327767,501,383,1.000,SERIALIZATION_ONLY
HYomb2CyhaWUoXglExmz,487,train,vest_on_body,CANONICAL_RLE,176717,176736,1,1,0,0,0,5.738656,932,0.993283405,0.996630387,1.000000000,1.000000000,0.000000000,0.006716595,19,0.000107517,0.000107517,605,586,1.000,SERIALIZATION_ONLY
HYomb2CyhaWUoXglExmz,488,train,vest_on_body,CANONICAL_RLE,138588,139300,6,5,1,2,5,7.792542,1006,0.986801747,0.993357036,0.999942277,0.996505382,0.003436895,0.009703635,712,0.005137530,0.005137530,1279,567,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
HYomb2CyhaWUoXglExmz,489,train,vest_on_body,CANONICAL_RLE,75275,76247,9,9,1,1,14,10.008484,1175,0.970377113,0.984965880,0.999814050,0.987355553,0.012458497,0.016978440,972,0.012912654,0.012912654,1625,653,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
HYomb2CyhaWUoXglExmz,490,train,vest_on_body,CANONICAL_RLE,25564,25626,1,1,0,0,0,6.883053,469,0.978892841,0.989333854,1.000000000,1.000000000,0.000000000,0.021107159,62,0.002425286,0.002425286,304,242,1.000,SERIALIZATION_ONLY
HYomb2CyhaWUoXglExmz,491,train,person,CANONICAL_RLE,235028,237303,2,1,0,3,2278,5.784377,1108,0.983933837,0.991901865,0.990375296,0.990375296,0.000000000,0.006441459,2275,0.009679698,0.009679698,3050,775,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|HOLE_FILL_APPROXIMATION
HYomb2CyhaWUoXglExmz,492,train,person,CANONICAL_RLE,210815,211039,3,3,1,0,0,6.177429,1030,0.992433689,0.996202478,1.000000000,0.999478488,0.000521512,0.007044799,224,0.001062543,0.001062543,913,689,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
HYomb2CyhaWUoXglExmz,493,train,person,CANONICAL_RLE,48973,49007,1,1,0,0,0,5.697463,568,0.987746490,0.993835477,1.000000000,1.000000000,0.000000000,0.012253510,34,0.000694260,0.000694260,319,285,1.000,SERIALIZATION_ONLY
HYomb2CyhaWUoXglExmz,494,train,person,CANONICAL_RLE,133339,135516,9,6,1,1,1,8.679145,1367,0.973305638,0.986472262,0.999947503,0.984835951,0.015111552,0.011530312,2177,0.016326806,0.016326806,2907,730,4.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
HYomb2CyhaWUoXglExmz,495,train,helmet_on_head,CANONICAL_RLE,13327,13384,1,1,0,0,0,4.874437,209,0.977567187,0.988656359,1.000000000,1.000000000,0.000000000,0.022432813,57,0.004277032,0.004277032,180,123,1.000,SERIALIZATION_ONLY
HYomb2CyhaWUoXglExmz,496,train,helmet_on_head,CANONICAL_RLE,28614,28669,1,1,0,0,0,4.166455,308,0.988716845,0.994326414,1.000000000,1.000000000,0.000000000,0.011283155,55,0.001922136,0.001922136,190,135,1.000,SERIALIZATION_ONLY
HYomb2CyhaWUoXglExmz,497,train,helmet_on_head,CANONICAL_RLE,22329,22288,1,1,0,0,0,4.538994,252,0.983330370,0.991595132,1.000000000,1.000000000,0.000000000,0.016669630,41,0.001836177,-0.001836177,167,208,1.000,SERIALIZATION_ONLY
HYomb2CyhaWUoXglExmz,498,train,helmet_on_head,CANONICAL_RLE,7596,7602,1,1,0,0,0,4.237994,166,0.974792100,0.987235163,1.000000000,1.000000000,0.000000000,0.025207900,6,0.000789889,0.000789889,100,94,1.000,SERIALIZATION_ONLY
IGdAVWEbTKrgM8llrZbm,518,train,person,CANONICAL_POLYGON,1059016,1061815,1,1,0,0,0,5.168100,101,0.997247327,0.998621767,0.997232688,0.997232688,0.000000000,-0.000014639,2799,0.002643020,0.002643020,2861,62,1.000,RASTER_BOUNDARY_DIFFERENCE
IGdAVWEbTKrgM8llrZbm,519,train,vest_on_body,CANONICAL_POLYGON,409392,411435,1,1,0,0,0,5.770792,90,0.994714472,0.997350233,0.995461555,0.995461555,0.000000000,0.000747082,2043,0.004990327,0.004990327,2109,66,1.000,RASTER_BOUNDARY_DIFFERENCE
IGdAVWEbTKrgM8llrZbm,520,train,helmet_on_head,CANONICAL_POLYGON,159584,160127,1,1,0,0,0,4.048935,40,0.996047998,0.998020087,0.994400658,0.994400658,0.000000000,-0.001647340,543,0.003402597,0.003402597,588,45,1.000,RASTER_BOUNDARY_DIFFERENCE
IdQmnhilWUB8CW2LFhdD,525,train,helmet_loose,CANONICAL_RLE,171126,171210,1,1,0,0,0,4.181112,758,0.995139435,0.997563797,1.000000000,1.000000000,0.000000000,0.004860565,84,0.000490866,0.000490866,459,375,1.000,SERIALIZATION_ONLY
IdlpHmd45MACc3eXTRqN,526,train,person,CANONICAL_POLYGON,478381,479634,1,1,0,0,0,5.264333,124,0.996863015,0.998429043,0.995932318,0.995932318,0.000000000,-0.000930697,1253,0.002619251,0.002619251,1379,126,1.000,RASTER_BOUNDARY_DIFFERENCE
IyVJr4DcosMWf0wZS1uN,538,train,helmet_loose,CANONICAL_POLYGON,149670,150361,1,1,0,0,0,3.898281,38,0.995085946,0.997536921,0.994169542,0.994169542,0.000000000,-0.000916404,691,0.004616824,0.004616824,715,24,1.000,RASTER_BOUNDARY_DIFFERENCE
J3hznbBPysK0tWYT9WUi,540,train,vest_on_body,CANONICAL_POLYGON,112217,112943,1,1,0,0,0,4.614202,51,0.992866183,0.996420323,0.992538568,0.992538568,0.000000000,-0.000327615,726,0.006469608,0.006469608,766,40,1.000,RASTER_BOUNDARY_DIFFERENCE
J3hznbBPysK0tWYT9WUi,541,train,person,CANONICAL_POLYGON,297698,298776,1,1,0,0,0,5.815211,88,0.996057907,0.998025061,0.994472664,0.994472664,0.000000000,-0.001585243,1078,0.003621119,0.003621119,1128,50,0.000,RASTER_BOUNDARY_DIFFERENCE
J43xY0jaSQexxzdN3Uoe,542,train,person,CANONICAL_POLYGON,828347,830391,1,1,0,0,0,5.050153,99,0.997372541,0.998684542,0.997177815,0.997177815,0.000000000,-0.000194726,2044,0.002467565,0.002467565,2113,69,1.000,RASTER_BOUNDARY_DIFFERENCE
J43xY0jaSQexxzdN3Uoe,543,train,vest_on_body,CANONICAL_RLE,306057,306657,7,7,1,11,69,6.143550,950,0.995050746,0.997519234,0.999774603,0.999307798,0.000466805,0.004257052,600,0.001960419,0.001960419,1060,460,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
JFPLvXzjr38rcbgvCedz,551,train,helmet_on_head,CANONICAL_RLE,6503,6493,1,1,0,0,0,4.245869,156,0.969986357,0.984764543,1.000000000,1.000000000,0.000000000,0.030013643,10,0.001537752,-0.001537752,94,104,1.000,SERIALIZATION_ONLY
JFPLvXzjr38rcbgvCedz,552,train,person,CANONICAL_RLE,127620,127713,1,1,0,0,0,8.682026,1262,0.988745142,0.994340724,1.000000000,1.000000000,0.000000000,0.011254858,93,0.000728726,0.000728726,769,676,1.000,SERIALIZATION_ONLY
JQnSkF4L5Wmw2aJj0nae,553,train,person,CANONICAL_POLYGON,1611161,1614081,1,1,0,0,0,4.897642,104,0.997907465,0.998952637,0.997970456,0.997970456,0.000000000,0.000062991,2920,0.001812358,0.001812358,3149,229,1.000,RASTER_BOUNDARY_DIFFERENCE
JQnSkF4L5Wmw2aJj0nae,554,train,helmet_on_head,CANONICAL_POLYGON,107606,108279,1,1,0,0,0,4.693451,53,0.993324346,0.996650995,0.991990625,0.991990625,0.000000000,-0.001333721,673,0.006254298,0.006254298,698,25,1.000,RASTER_BOUNDARY_DIFFERENCE
Jn53NESS4TbEWJbuvG70,561,train,person,CANONICAL_POLYGON,34167,34658,1,1,0,0,0,7.299969,62,0.983429395,0.991645478,0.977254475,0.977254475,0.000000000,-0.006174920,491,0.014370592,0.014370592,533,42,1.000,RASTER_BOUNDARY_DIFFERENCE
Jn53NESS4TbEWJbuvG70,562,train,helmet_on_head,CANONICAL_POLYGON,3025,3113,1,1,0,0,0,3.851334,11,0.969201155,0.984359726,0.959808612,0.959808612,0.000000000,-0.009392543,88,0.029090909,0.029090909,92,4,1.000,RASTER_BOUNDARY_DIFFERENCE
Jn53NESS4TbEWJbuvG70,563,train,vest_on_body,CANONICAL_RLE,7534,7579,1,1,0,0,0,8.046200,306,0.959419162,0.979289354,1.000000000,1.000000000,0.000000000,0.040580838,45,0.005972923,0.005972923,179,134,1.000,SERIALIZATION_ONLY
JtlLc8vU4kkL2Jz7ctjA,564,train,person,CANONICAL_POLYGON,340346,341424,1,1,0,0,0,6.553646,99,0.996269640,0.998131335,0.994128873,0.994128873,0.000000000,-0.002140767,1078,0.003167365,0.003167365,1176,98,1.000,RASTER_BOUNDARY_DIFFERENCE
JtlLc8vU4kkL2Jz7ctjA,565,train,helmet_on_head,CANONICAL_POLYGON,17355,17477,1,1,0,0,0,4.530199,21,0.991196479,0.995578778,0.981470988,0.981470988,0.000000000,-0.009725490,122,0.007029674,0.007029674,138,16,0.000,RASTER_BOUNDARY_DIFFERENCE
K0CnIma3AqzHtRo2VNdu,566,train,vest_on_body,CANONICAL_RLE,28815,29085,3,3,1,0,0,9.154225,583,0.966110904,0.982763385,1.000000000,0.992422938,0.007577062,0.026312034,270,0.009370120,0.009370120,634,364,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
K0CnIma3AqzHtRo2VNdu,567,train,vest_on_body,CANONICAL_RLE,63418,63599,3,3,1,0,0,8.365606,811,0.984547599,0.992213641,1.000000000,0.998567132,0.001432868,0.014019533,181,0.002854079,0.002854079,585,404,0.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
K0CnIma3AqzHtRo2VNdu,568,train,helmet_on_head,CANONICAL_RLE,20411,20486,1,1,0,0,0,4.544277,295,0.985194893,0.992542240,1.000000000,1.000000000,0.000000000,0.014805107,75,0.003674489,0.003674489,190,115,1.000,SERIALIZATION_ONLY
K0CnIma3AqzHtRo2VNdu,569,train,helmet_on_head,CANONICAL_RLE,18580,18653,1,1,0,0,0,4.715045,260,0.984913104,0.992399216,1.000000000,1.000000000,0.000000000,0.015086896,73,0.003928956,0.003928956,178,105,1.000,SERIALIZATION_ONLY
K0CnIma3AqzHtRo2VNdu,570,train,person,CANONICAL_RLE,139224,139645,4,4,1,0,0,8.220866,1050,0.988186478,0.994058142,1.000000000,0.998708789,0.001291211,0.010522311,421,0.003023904,0.003023904,1039,618,1.000,MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION
K0CnIma3AqzHtRo2VNdu,571,train,person,CANONICAL_RLE,224713,227059,1,1,0,5,2095,5.279936,935,0.985278673,0.992584755,0.990763112,0.990763112,0.000000000,0.005484440,2346,0.010439983,0.010439983,2848,502,1.000,RASTER_BOUNDARY_DIFFERENCE|HOLE_FILL_APPROXIMATION
KMRRC0uoR29Yq6wEaJrP,572,train,helmet_loose,CANONICAL_RLE,271336,271487,1,1,0,0,0,3.869927,854,0.996663785,0.998329105,1.000000000,1.000000000,0.000000000,0.003336215,151,0.000556506,0.000556506,529,378,1.000,SERIALIZATION_ONLY
KMRRC0uoR29Yq6wEaJrP,573,train,helmet_loose,CANONICAL_RLE,55929,55985,1,1,0,0,0,4.583587,474,0.990219092,0.995085512,1.000000000,1.000000000,0.000000000,0.009780908,56,0.001001269,0.001001269,303,247,1.000,SERIALIZATION_ONLY
KMRRC0uoR29Yq6wEaJrP,574,train,helmet_loose,CANONICAL_RLE,29289,29303,1,1,0,0,0,4.269742,299,0.988393796,0.994163026,1.000000000,1.000000000,0.000000000,0.011606204,14,0.000477995,0.000477995,178,164,1.000,SERIALIZATION_ONLY
KMRRC0uoR29Yq6wEaJrP,575,train,helmet_loose,CANONICAL_RLE,52511,52544,1,1,0,0,0,4.361983,493,0.991224246,0.995592785,1.000000000,1.000000000,0.000000000,0.008775754,33,0.000628440,0.000628440,248,215,1.000,SERIALIZATION_ONLY
KMRRC0uoR29Yq6wEaJrP,576,train,helmet_loose,CANONICAL_RLE,105393,105414,1,1,0,0,0,4.028511,535,0.993465659,0.996722120,1.000000000,1.000000000,0.000000000,0.006534341,21,0.000199254,0.000199254,356,335,1.000,SERIALIZATION_ONLY
KN9YcUjf4MbiILNfF6d1,577,train,person,CANONICAL_POLYGON,125917,126874,1,1,0,0,0,4.817230,52,0.992190147,0.996079765,0.992978082,0.992978082,0.000000000,0.000787935,957,0.007600245,0.007600245,974,17,1.000,RASTER_BOUNDARY_DIFFERENCE
KN9YcUjf4MbiILNfF6d1,578,train,person,CANONICAL_POLYGON,145309,146527,1,1,0,0,0,5.168418,64,0.991510850,0.995737332,0.992910614,0.992910614,0.000000000,0.001399763,1218,0.008382137,0.008382137,1231,13,1.000,RASTER_BOUNDARY_DIFFERENCE
KN9YcUjf4MbiILNfF6d1,579,train,person,CANONICAL_POLYGON,158131,158809,1,1,0,0,0,4.835634,57,0.994976994,0.997482173,0.993593612,0.993593612,0.000000000,-0.001383381,678,0.004287584,0.004287584,738,60,1.000,RASTER_BOUNDARY_DIFFERENCE
KN9YcUjf4MbiILNfF6d1,580,train,helmet_on_head,CANONICAL_POLYGON,11056,11198,1,1,0,0,0,3.775832,21,0.985900410,0.992900153,0.980976087,0.980976087,0.000000000,-0.004924324,142,0.012843705,0.012843705,150,8,1.000,RASTER_BOUNDARY_DIFFERENCE
KN9YcUjf4MbiILNfF6d1,581,train,helmet_on_head,CANONICAL_POLYGON,7775,7907,1,1,0,0,0,4.417356,19,0.979300770,0.989542150,0.973892306,0.973892306,0.000000000,-0.005408464,132,0.016977492,0.016977492,148,16,1.000,RASTER_BOUNDARY_DIFFERENCE
KN9YcUjf4MbiILNfF6d1,582,train,helmet_on_head,CANONICAL_POLYGON,9448,9626,1,1,0,0,0,4.101750,18,0.980068514,0.989933941,0.977199710,0.977199710,0.000000000,-0.002868805,178,0.018839966,0.018839966,185,7,1.000,RASTER_BOUNDARY_DIFFERENCE
KyqVojaz6oaARWVjEAyG,583,train,vest_on_body,CANONICAL_RLE,9573,9552,1,1,0,0,0,4.753623,192,0.974703149,0.987189542,1.000000000,1.000000000,0.000000000,0.025296851,21,0.002193670,-0.002193670,112,133,1.000,SERIALIZATION_ONLY
KyqVojaz6oaARWVjEAyG,584,train,vest_on_body,CANONICAL_RLE,29215,29308,2,2,1,1,13,5.786051,475,0.981613788,0.990721597,0.999555221,0.999247529,0.000307692,0.017633741,93,0.003183296,0.003183296,318,225,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
KyqVojaz6oaARWVjEAyG,585,train,vest_on_body,CANONICAL_RLE,14153,14196,1,1,0,0,0,5.130648,270,0.978987784,0.989382342,1.000000000,1.000000000,0.000000000,0.021012216,43,0.003038225,0.003038225,172,129,1.000,SERIALIZATION_ONLY
KyqVojaz6oaARWVjEAyG,586,train,helmet_on_head,CANONICAL_RLE,2280,2312,1,1,0,0,0,5.696563,137,0.940008450,0.969076655,1.000000000,1.000000000,0.000000000,0.059991550,32,0.014035088,0.014035088,87,55,1.000,SERIALIZATION_ONLY
KyqVojaz6oaARWVjEAyG,587,train,helmet_on_head,CANONICAL_RLE,3775,3830,1,1,0,1,10,4.924933,128,0.960051546,0.979618672,0.997357992,0.997357992,0.000000000,0.037306446,55,0.014569536,0.014569536,105,50,1.000,RASTER_BOUNDARY_DIFFERENCE|HOLE_FILL_APPROXIMATION
KyqVojaz6oaARWVjEAyG,588,train,helmet_on_head,CANONICAL_RLE,3184,3135,1,1,0,0,0,6.206399,116,0.965474339,0.982433929,1.000000000,1.000000000,0.000000000,0.034525661,49,0.015389447,-0.015389447,31,80,0.000,SERIALIZATION_ONLY
KyqVojaz6oaARWVjEAyG,589,train,person,CANONICAL_RLE,43463,43714,3,3,1,1,15,10.484521,862,0.971572020,0.985581059,0.999654998,0.995966910,0.003688088,0.024394891,251,0.005775027,0.005775027,754,503,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
KyqVojaz6oaARWVjEAyG,590,train,person,CANONICAL_RLE,62715,64210,3,2,1,1,1323,8.969590,925,0.961503987,0.980374237,0.979324776,0.979187159,0.000137616,0.017683172,1495,0.023837997,0.023837997,1993,498,9.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
KyqVojaz6oaARWVjEAyG,591,train,person,CANONICAL_RLE,91995,92880,6,4,1,6,752,9.279879,1178,0.976955569,0.988343475,0.991859575,0.991421304,0.000438270,0.014465736,885,0.009620088,0.009620088,1520,635,1.000,RASTER_BOUNDARY_DIFFERENCE|MULTI_COMPONENT_APPROXIMATION|COMPONENT_JOIN_APPROXIMATION|HOLE_FILL_APPROXIMATION
LUvZ2w5JsB8sHFevCPRy,613,train,person,CANONICAL_POLYGON,2013,2227,1,1,0,0,0,5.995841,14,0.903052065,0.949056604,0.933023256,0.933023256,0.000000000,0.029971191,214,0.106308992,0.106308992,215,1,1.000,RASTER_BOUNDARY_DIFFERENCE
LgO9XnFYKArvgSB2viem,615,train,helmet_on_head,CANONICAL_POLYGON,18674,18839,1,1,0,0,0,3.811861,23,0.988813487,0.994375283,0.984884520,0.984884520,0.000000000,-0.003928968,165,0.008835815,0.008835815,188,23,1.000,RASTER_BOUNDARY_DIFFERENCE
LgO9XnFYKArvgSB2viem,616,train,person,CANONICAL_POLYGON,187137,188241,1,1,0,0,0,6.275277,112,0.993404493,0.996691335,0.992448525,0.992448525,0.000000000,-0.000955968,1104,0.005899421,0.005899421,1173,69,1.000,RASTER_BOUNDARY_DIFFERENCE
LgO9XnFYKArvgSB2viem,617,train,vest_on_body,CANONICAL_POLYGON,81609,82358,1,1,0,0,0,5.820139,68,0.990301397,0.995127068,0.989034715,0.989034715,0.000000000,-0.001266682,749,0.009177909,0.009177909,774,25,1.000,RASTER_BOUNDARY_DIFFERENCE
LkPWuopeX4IeCkstwBpU,618,train,vest_on_body,CANONICAL_RLE,21452,21439,1,1,0,0,0,9.320194,573,0.970278837,0.984915250,1.000000000,1.000000000,0.000000000,0.029721163,13,0.000606004,-0.000606004,317,330,1.000,SERIALIZATION_ONLY
LkPWuopeX4IeCkstwBpU,619,train,vest_on_body,CANONICAL_RLE,49628,49700,1,1,0,0,0,7.621133,658,0.981961849,0.990898840,1.000000000,1.000000000,0.000000000,0.018038151,72,0.001450794,0.001450794,488,416,1.000,SERIALIZATION_ONLY
LkPWuopeX4IeCkstwBpU,620,train,helmet_on_head,CANONICAL_RLE,17190,17186,1,1,0,0,0,4.177934,252,0.980298404,0.990051199,1.000000000,1.000000000,0.000000000,0.019701596,4,0.000232693,-0.000232693,169,173,1.000,SERIALIZATION_ONLY
LkPWuopeX4IeCkstwBpU,621,train,helmet_on_head,CANONICAL_RLE,15413,15452,1,1,0,0,0,3.869672,197,0.987315691,0.993617366,1.000000000,1.000000000,0.000000000,0.012684309,39,0.002530332,0.002530332,118,79,1.000,SERIALIZATION_ONLY
LkPWuopeX4IeCkstwBpU,622,train,person,CANONICAL_RLE,95055,95036,1,1,0,0,0,4.950445,545,0.991983485,0.995975612,1.000000000,1.000000000,0.000000000,0.008016515,19,0.000199884,-0.000199884,373,392,1.000,SERIALIZATION_ONLY
LkPWuopeX4IeCkstwBpU,623,train,person,CANONICAL_RLE,140162,140307,1,1,0,0,0,7.381372,1062,0.990836173,0.995396996,1.000000000,1.000000000,0.000000000,0.009163827,145,0.001034517,0.001034517,718,573,1.000,SERIALIZATION_ONLY
MUAB7pAwP5R5mAfVEWsH,632,train,person,CANONICAL_POLYGON,130024,131203,1,1,0,0,0,6.802270,97,0.990543609,0.995249343,0.990070414,0.990070414,0.000000000,-0.000473195,1179,0.009067557,0.009067557,1210,31,1.000,RASTER_BOUNDARY_DIFFERENCE
MUAB7pAwP5R5mAfVEWsH,633,train,vest_on_body,CANONICAL_POLYGON,46521,47070,1,1,0,0,0,5.132201,43,0.987787524,0.993856247,0.987337738,0.987337738,0.000000000,-0.000449786,549,0.011801122,0.011801122,562,13,1.000,RASTER_BOUNDARY_DIFFERENCE
MUAB7pAwP5R5mAfVEWsH,634,train,helmet_on_head,CANONICAL_POLYGON,4539,4700,1,1,0,0,0,5.173270,19,0.964490751,0.981924451,0.960705183,0.960705183,0.000000000,-0.003785568,161,0.035470368,0.035470368,164,3,1.000,RASTER_BOUNDARY_DIFFERENCE
MkxXQ8wmfbTbRbgDBAK1,643,train,helmet_on_head,CANONICAL_POLYGON,119049,119734,1,1,0,0,0,4.887050,57,0.993579682,0.996779503,0.992091564,0.992091564,0.000000000,-0.001488118,685,0.005753933,0.005753933,727,42,1.000,RASTER_BOUNDARY_DIFFERENCE
MkxXQ8wmfbTbRbgDBAK1,644,train,vest_on_body,CANONICAL_POLYGON,225578,227331,1,1,0,0,0,6.764311,94,0.991955808,0.995961661,0.990484779,0.990484779,0.000000000,-0.001471028,1753,0.007771148,0.007771148,1791,38,1.000,RASTER_BOUNDARY_DIFFERENCE
MkxXQ8wmfbTbRbgDBAK1,645,train,person,CANONICAL_POLYGON,732394,734503,1,1,0,0,0,5.180706,123,0.996946513,0.998470922,0.996633386,0.996633386,0.000000000,-0.000313127,2109,0.002879598,0.002879598,2176,67,1.000,RASTER_BOUNDARY_DIFFERENCE
MkxXQ8wmfbTbRbgDBAK1,646,train,person,CANONICAL_POLYGON,818,912,1,1,0,0,0,4.580734,10,0.890710383,0.942196532,0.916666667,0.916666667,0.000000000,0.025956284,94,0.114914425,0.114914425,97,3,1.000,RASTER_BOUNDARY_DIFFERENCE|SMALL_MASK_SENSITIVITY
MkxXQ8wmfbTbRbgDBAK1,647,train,person,CANONICAL_POLYGON,21,26,1,1,0,0,0,3.213896,5,0.807692308,0.893617021,0.625000000,0.625000000,0.000000000,-0.182692308,5,0.238095238,0.238095238,5,0,1.000,RASTER_BOUNDARY_DIFFERENCE|SMALL_MASK_SENSITIVITY
MkxXQ8wmfbTbRbgDBAK1,648,train,person,CANONICAL_POLYGON,65610,66459,1,1,0,0,0,7.406029,80,0.986298692,0.993102091,0.984714123,0.984714123,0.000000000,-0.001584569,849,0.012940101,0.012940101,880,31,1.000,RASTER_BOUNDARY_DIFFERENCE
MqWRDetc1VZN6mHw7iwA,649,train,helmet_on_head,CANONICAL_POLYGON,79579,80248,1,1,0,0,0,3.904979,28,0.991564073,0.995764170,0.992449109,0.992449109,0.000000000,0.000885036,669,0.008406740,0.008406740,673,4,1.000,RASTER_BOUNDARY_DIFFERENCE
MqWRDetc1VZN6mHw7iwA,650,train,vest_on_body,CANONICAL_POLYGON,239951,241193,1,1,0,0,0,4.257497,45,0.994751353,0.997368771,0.995327646,0.995327646,0.000000000,0.000576293,1242,0.005176057,0.005176057,1254,12,1.000,RASTER_BOUNDARY_DIFFERENCE
MqWRDetc1VZN6mHw7iwA,651,train,person,CANONICAL_POLYGON,447120,448828,1,1,0,0,0,5.030209,156,0.995901037,0.997946309,0.996020189,0.996020189,0.000000000,0.000119152,1708,0.003820004,0.003820004,1774,66,1.000,RASTER_BOUNDARY_DIFFERENCE
