source_image_id,source_name,v4_split,v4_image_id_or_filename,v4_coco_image_id,mapping_method,mapping_confidence,is_augmented,candidates,selected_mae,rejected_mae,notes
Dl8EqAh6dPQw7Dq34TlH,pb_0010_4274431.jpg,train,pb_0010_4274431_jpg.rf.841256de6a5784e3444556ec7b58efda.jpg,302,exact_name,high,false,2,1.7005,86.2074,pristine 1.70 vs augmented 86.21
Dny3q3vJmCFOBIzhGir1,photo-1574313462720-50e62ba298d6.jpg,valid,photo-1574313462720-50e62ba298d6_jpg.rf.a9a5063669f544655a1a3130053354a9.jpg,14,exact_name,high,false,1,1.4946,,single export record; matches the deterministic re-render
EMcfZIuO2gmvi4krBUxS,pb_0038_4754307.jpg,train,pb_0038_4754307_jpg.rf.11cfeeb4ae09ae365a81fbab2083de2d.jpg,330,exact_name,high,false,2,2.4957,76.5648,pristine 2.50 vs augmented 76.56
EdR5Rau43iqKaPKbjsHM,px_0115_8487397.jpg,test,px_0115_8487397_jpg.rf.3a777ff0ee2fdd25b9f23747fb01b306.jpg,0,exact_name,high,false,1,1.8732,,single export record; matches the deterministic re-render
F75mTbxKUV3DbBpuTvZq,photo-1545186070-de624ed19875.jpg,train,photo-1545186070-de624ed19875_jpg.rf.c7f8950b82180bee8cff216e2ac4bde9.jpg,328,exact_name,high,false,2,1.9159,86.8966,pristine 1.92 vs augmented 86.90
F9BUOPsajE69txpyePoP,premium_photo-1681823923473-d64319262949.jpg,train,premium_photo-1681823923473-d64319262949_jpg.rf.12086b790e31ac8f2e95f416df82c375.jpg,361,exact_name,high,false,2,2.0754,66.9846,pristine 2.08 vs augmented 66.98
FBzxttXYsNSZKcVNofUI,un_0192_Fj4wvdZMhoE.jpg,valid,un_0192_Fj4wvdZMhoE_jpg.rf.b66ebd0ea74dd688b0124ca9da515c41.jpg,0,exact_name,high,false,1,3.7649,,single export record; matches the deterministic re-render
FbZqQM7gZbTKYNSbQPNc,photo-1636414722386-a73bd3fc368c.jpg,test,photo-1636414722386-a73bd3fc368c_jpg.rf.744e2fabfc537baa635805f5fbc447df.jpg,4,exact_name,high,false,1,2.4379,,single export record; matches the deterministic re-render
Fclex3JhZn6KA5UzhPqs,premium_photo-1683134366494-bb44ea2cc847.jpg,valid,premium_photo-1683134366494-bb44ea2cc847_jpg.rf.be626bf06b784e74f17136e27e1482fe.jpg,33,exact_name,high,false,1,2.2007,,single export record; matches the deterministic re-render
FdDCioACvsve0FOYsuw2,tu_px_09106_7843946.jpg,train,tu_px_09106_7843946_jpg.rf.8b1b695d0f0d9bee5ade91942a1d01a0.jpg,405,exact_name,high,false,2,3.5412,65.7165,pristine 3.54 vs augmented 65.72
FnmvDGwRQ2lAaLFhuOWQ,photo-1621905251918-48416bd8575a.jpg,train,photo-1621905251918-48416bd8575a_jpg.rf.a90327686c0d0d7d31d4b20c40f1254b.jpg,433,exact_name,high,false,2,1.9219,52.3431,pristine 1.92 vs augmented 52.34
Foo1oq3oHF7pBhTWKpnL,px_0050_8487782.jpg,train,px_0050_8487782_jpg.rf.7574fe06eeea50291ea1dafc47e8e6bf.jpg,437,exact_name,high,false,2,2.2850,50.7695,pristine 2.28 vs augmented 50.77
FxSzogHP5qjTmbBVRQ5K,px_0132_32897241.jpg,train,px_0132_32897241_jpg.rf.d4309dd485ec94c8cad81e2f21844461.jpg,407,exact_name,high,false,2,2.5497,49.6288,pristine 2.55 vs augmented 49.63
FyyZcyYXsPHz2XgfCwAs,premium_photo-1663013611523-89100058ecb5.jpg,valid,premium_photo-1663013611523-89100058ecb5_jpg.rf.9aca4a69a47fb9f5e3b1fa39633bfc1d.jpg,27,exact_name,high,false,1,4.3798,,single export record; matches the deterministic re-render
G4gekWExHFiC5oxkqJg6,premium_photo-1661413166847-47e3ecc668a3.jpg,train,premium_photo-1661413166847-47e3ecc668a3_jpg.rf.8f9fc333d65d2a3b34f517894dafebd1.jpg,449,exact_name,high,false,2,2.3494,62.0463,pristine 2.35 vs augmented 62.05
G6t1yK9gNn0LIS4hbciD,premium_photo-1682145887988-7a3712b88510.jpg,train,premium_photo-1682145887988-7a3712b88510_jpg.rf.1fcfe9713a94ae648d6efb078eeb8cb4.jpg,404,exact_name,high,false,2,2.0087,65.9741,pristine 2.01 vs augmented 65.97
GAAQsDQ6cH9YB5cJ6aHb,photo-1513692398020-cbaea622c427.jpg,train,photo-1513692398020-cbaea622c427_jpg.rf.3af2c92787129c8ccef9d698eda35ca4.jpg,441,exact_name,high,false,2,2.5119,43.2866,pristine 2.51 vs augmented 43.29
GF2RQ1mpGBJzlTjKoCHR,photo-1742112125567-3e8967bad60f.jpg,test,photo-1742112125567-3e8967bad60f_jpg.rf.d9a78c31ff0df51c8766b7ee31ed9939.jpg,8,exact_name,high,false,1,3.0066,,single export record; matches the deterministic re-render
GI3xss1sRRS18wHohAkx,tu_px_09108_7843953.jpg,train,tu_px_09108_7843953_jpg.rf.aec658364cfcf5e0fa1518aab056cfbf.jpg,392,exact_name,high,false,2,1.4660,59.9218,pristine 1.47 vs augmented 59.92
GKGcxwlCacsz6brHHLRV,photo-1677440503120-92cbfb4abba0.jpg,train,photo-1677440503120-92cbfb4abba0_jpg.rf.1e8c11e93d113240a66ca3bb58b1c3df.jpg,451,exact_name,high,false,2,1.5981,71.7179,pristine 1.60 vs augmented 71.72
Gbgzj50ZzCdiYvoAOmpo,tu_px_09103_7843973.jpg,train,tu_px_09103_7843973_jpg.rf.22c15d39afa5248645612b04e1ba77f7.jpg,452,exact_name,high,false,2,2.3341,26.2984,pristine 2.33 vs augmented 26.30
GgFocHO8SbtIBUGEFc8E,wm_0234_Construction_Worker_on_High-Rise_-_Dhaka_-_Bangladesh_12850641585_.jpg,train,wm_0234_Construction_Worker_on_High-Rise_-_Dhaka_-_Bangladesh_12850641585__jpg.rf.18d46c738f156ca58f31a259d157c12b.jpg,396,exact_name,high,false,2,4.8108,75.3316,pristine 4.81 vs augmented 75.33
GpEW4sBKjwFabVZSUq2b,premium_photo-1681074963843-b460846bb9c3.jpg,train,premium_photo-1681074963843-b460846bb9c3_jpg.rf.08e55f9af0f571eccb5dce9bfaaf6adb.jpg,378,exact_name,high,false,2,1.9768,65.7638,pristine 1.98 vs augmented 65.76
Gu6rHBgSwUF5mwFa6lfI,tu_px_09165_35281193.jpg,train,tu_px_09165_35281193_jpg.rf.b29d6c06ebb2b3b831018f25ad8b694d.jpg,307,exact_name,high,false,2,4.6410,40.8302,pristine 4.64 vs augmented 40.83
H6Qo9zKVlWVMqPD3713Z,photo-1610459716431-e07abcf74230.jpg,train,photo-1610459716431-e07abcf74230_jpg.rf.78f6b6d788fe32084c4dad20317ae6ee.jpg,421,exact_name,high,false,2,2.8763,64.5649,pristine 2.88 vs augmented 64.56
HKL8h8X9rHt0XCXlAVNL,premium_photo-1723780905770-e9d78dba73a4.jpg,train,premium_photo-1723780905770-e9d78dba73a4_jpg.rf.2938c4eb4da6f1ce835ed976ffdf34e2.jpg,304,exact_name,high,false,2,2.0995,62.4803,pristine 2.10 vs augmented 62.48
HQnZU6tMxbfwgxWzc8mt,photo-1633155570346-ffa9011d6cf4.jpg,train,photo-1633155570346-ffa9011d6cf4_jpg.rf.ce5be9ae1f767dd8d4306c45f6adc65d.jpg,289,exact_name,high,false,2,1.9276,68.6460,pristine 1.93 vs augmented 68.65
HU0eUY9BAn3Cnsxt7y4r,tu_px_09160_35281169.jpg,valid,tu_px_09160_35281169_jpg.rf.d587bfcbc0e0e26958485ebf42276048.jpg,54,exact_name,high,false,1,2.6114,,single export record; matches the deterministic re-render
HY3Mq3OzeaAt6PXtTxKq,photo-1777186475977-36516ab34f4a.jpg,valid,photo-1777186475977-36516ab34f4a_jpg.rf.75646499b41bf4adea0b2fde979008f0.jpg,41,exact_name,high,false,1,2.0642,,single export record; matches the deterministic re-render
HYb9stwdqDCKBBrTeTLe,premium_photo-1663047101302-beb044ce05c6.jpg,valid,premium_photo-1663047101302-beb044ce05c6_jpg.rf.70e48d0a01556fa643029a4ffaf4c668.jpg,44,exact_name,high,false,1,2.0860,,single export record; matches the deterministic re-render
HYomb2CyhaWUoXglExmz,premium_photo-1663090226912-511b20a3f8a3.jpg,train,premium_photo-1663090226912-511b20a3f8a3_jpg.rf.bbbe2b34e8d8ca14fce5aa20439d87e4.jpg,293,exact_name,high,false,2,2.2433,40.0817,pristine 2.24 vs augmented 40.08
HvvG43BEgtvO5Az8qBX5,premium_photo-1681823100546-0541b5880f14.jpg,train,premium_photo-1681823100546-0541b5880f14_jpg.rf.3a79de901a01be3aa90695f1a9d8e69e.jpg,320,exact_name,high,false,2,2.5028,37.4107,pristine 2.50 vs augmented 37.41
HwlufkrcXA9g8e3aNCm5,photo-1662309376159-b95fb193d96b.jpg,train,photo-1662309376159-b95fb193d96b_jpg.rf.a6a0c16f5792c5759d1ab45e98cc35f8.jpg,373,exact_name,high,false,2,2.5907,40.3963,pristine 2.59 vs augmented 40.40
IGdAVWEbTKrgM8llrZbm,px_0071_8486965.jpg,train,px_0071_8486965_jpg.rf.eb7938d70048b573423f82b99e789d8e.jpg,340,exact_name,high,false,2,1.8393,48.0766,pristine 1.84 vs augmented 48.08
IUKDvF2wZjRXWHNvujtd,photo-1743516462543-9d8bc506f84b.jpg,train,photo-1743516462543-9d8bc506f84b_jpg.rf.79bdafffcf55e7ea7c7cc60fd5fbee29.jpg,352,exact_name,high,false,2,4.2539,61.4167,pristine 4.25 vs augmented 61.42
IdQmnhilWUB8CW2LFhdD,premium_photo-1681989490797-dbe51c438b61.jpg,train,premium_photo-1681989490797-dbe51c438b61_jpg.rf.29f18786a4ad708d490269c82e4c22c7.jpg,448,exact_name,high,false,2,2.3667,78.0971,pristine 2.37 vs augmented 78.10
IdlpHmd45MACc3eXTRqN,px_0172_37364516.jpg,train,px_0172_37364516_jpg.rf.63f0581ab2e0ca5e5a3dfa384534413c.jpg,296,exact_name,high,false,2,2.3781,55.2959,pristine 2.38 vs augmented 55.30
IxZ3C1K7vs4I43UcFG63,photo-1562167055-1afdc7ac7bca.jpg,valid,photo-1562167055-1afdc7ac7bca_jpg.rf.946d5c503c2f3be24f5a5ca641c34279.jpg,58,exact_name,high,false,1,3.2816,,single export record; matches the deterministic re-render
IyVJr4DcosMWf0wZS1uN,un_0157_cigfVTfU39I.jpg,train,un_0157_cigfVTfU39I_jpg.rf.4b00f76eac242af6e861d68282f7eddc.jpg,297,exact_name,high,false,2,2.0716,54.1843,pristine 2.07 vs augmented 54.18
J1TlMOzR3PfvLVrD3kL2,premium_photo-1677706698747-3cf16b95b80d.jpg,train,premium_photo-1677706698747-3cf16b95b80d_jpg.rf.1b7b21f36e9a204010868b108c31488f.jpg,308,exact_name,high,false,2,2.4557,80.7072,pristine 2.46 vs augmented 80.71
J3hznbBPysK0tWYT9WUi,px_0141_4809021.jpg,train,px_0141_4809021_jpg.rf.4b190ee8df1998ba9b50a7aeaf22c1b2.jpg,375,exact_name,high,false,2,3.1219,57.0977,pristine 3.12 vs augmented 57.10
J43xY0jaSQexxzdN3Uoe,px_0057_8487783.jpg,train,px_0057_8487783_jpg.rf.af2cff661633d64562f912d5b842ad7e.jpg,342,exact_name,high,false,2,1.9917,73.6994,pristine 1.99 vs augmented 73.70
J8VVYL7NFqag8Q2h1LdU,photo-1709086566113-d055038f622c.jpg,train,photo-1709086566113-d055038f622c_jpg.rf.a0dc6b54653f9306b048c7ce228b374c.jpg,386,exact_name,high,false,2,3.4037,71.0797,pristine 3.40 vs augmented 71.08
JFPLvXzjr38rcbgvCedz,photo-1612725118809-0bebfb71a551.jpg,train,photo-1612725118809-0bebfb71a551_jpg.rf.b90e72bfbd4614baa186d293843f8c4a.jpg,425,exact_name,high,false,2,2.7829,51.0707,pristine 2.78 vs augmented 51.07
JQnSkF4L5Wmw2aJj0nae,photo-1776597172675-cf10349ac5b6.jpg,test,photo-1776597172675-cf10349ac5b6_jpg.rf.708031408d310732c53700914b7bb414.jpg,18,exact_name,high,false,1,1.9147,,single export record; matches the deterministic re-render
JSKtWAeEIHCqkNcipvGH,premium_photo-1681690860621-57d749a22f34.jpg,train,premium_photo-1681690860621-57d749a22f34_jpg.rf.3d07d15acc746de75971fa92ce3547a1.jpg,401,exact_name,high,false,2,4.9184,46.6977,pristine 4.92 vs augmented 46.70
Jn53NESS4TbEWJbuvG70,photo-1759002527735-a1e1c724b938.jpg,train,photo-1759002527735-a1e1c724b938_jpg.rf.42a532f06cbce6f16609dcca8d0df972.jpg,383,exact_name,high,false,2,1.7850,69.5183,pristine 1.79 vs augmented 69.52
JtlLc8vU4kkL2Jz7ctjA,photo-1630670401138-9a5c91abad18.jpg,valid,photo-1630670401138-9a5c91abad18_jpg.rf.42b3cc945e5c23899de2c3719ff86482.jpg,68,exact_name,high,false,1,2.0436,,single export record; matches the deterministic re-render
K0CnIma3AqzHtRo2VNdu,photo-1742112125635-6f8201c6ee3f.jpg,train,photo-1742112125635-6f8201c6ee3f_jpg.rf.9cc2a1221ec22f31b24440d1f5a814a1.jpg,382,exact_name,high,false,2,2.4307,70.9081,pristine 2.43 vs augmented 70.91
KMRRC0uoR29Yq6wEaJrP,photo-1509453721491-c3af5961df76.jpg,train,photo-1509453721491-c3af5961df76_jpg.rf.3ce9a9bca589fb4b1bfee51710613829.jpg,423,exact_name,high,false,2,3.6057,55.0306,pristine 3.61 vs augmented 55.03
KN9YcUjf4MbiILNfF6d1,premium_photo-1664300750264-1f0e461554a3.jpg,train,premium_photo-1664300750264-1f0e461554a3_jpg.rf.ecdec034347245ce0bc68654b7bd321b.jpg,410,exact_name,high,false,2,1.9606,61.6974,pristine 1.96 vs augmented 61.70
KgOOMlBEXp0QxhSxTT6a,photo-1760872703636-f8d643a2b510.jpg,train,photo-1760872703636-f8d643a2b510_jpg.rf.d1576f41939b59c8bdee07eab110e942.jpg,444,exact_name,high,false,2,1.3697,57.5737,pristine 1.37 vs augmented 57.57
KqRSROf90W22N1qzQzN0,photo-1762169985718-40919441a74e.jpg,valid,photo-1762169985718-40919441a74e_jpg.rf.43ca768a33469dd52b7bda492c4de6a6.jpg,30,exact_name,high,false,1,2.6122,,single export record; matches the deterministic re-render
KyqVojaz6oaARWVjEAyG,photo-1561535703-01c6cbc20c82.jpg,train,photo-1561535703-01c6cbc20c82_jpg.rf.d419e9ff63439fb422c360cab3c43cb8.jpg,447,exact_name,high,false,2,3.1316,65.2779,pristine 3.13 vs augmented 65.28
L51HLb9pTcXWg0hlY2eI,photo-1755692881539-fa170f6859bc.jpg,train,photo-1755692881539-fa170f6859bc_jpg.rf.0551ab2a7bf38b9ebd2922146af7373a.jpg,443,exact_name,high,false,2,1.8361,88.6920,pristine 1.84 vs augmented 88.69
LECJ0QrWJeyWICbOqamy,photo-1516216628859-9bccecab13ca.jpg,valid,photo-1516216628859-9bccecab13ca_jpg.rf.6aa671b97951eb8aaab16adb749514d0.jpg,26,exact_name,high,false,1,1.8563,,single export record; matches the deterministic re-render
LSzsvsjaUz4782epO92M,photo-1772299121503-cd62a57e3a26.jpg,train,photo-1772299121503-cd62a57e3a26_jpg.rf.7162919f8bb4be98195c32778e8884ea.jpg,489,exact_name,high,false,2,3.6870,63.1415,pristine 3.69 vs augmented 63.14
LUvZ2w5JsB8sHFevCPRy,photo-1775314709590-3da891ebac95.jpg,train,photo-1775314709590-3da891ebac95_jpg.rf.9b623d23762daafdb932555ebaaa90c8.jpg,462,exact_name,high,false,2,2.3052,85.5975,pristine 2.31 vs augmented 85.60
LVQG21gdyYgR1aZBE6h9,photo-1620388640785-892616248ec8.jpg,train,photo-1620388640785-892616248ec8_jpg.rf.fdc7c967963421e6b0ac71eca52aae83.jpg,419,exact_name,high,false,2,3.7408,48.5616,pristine 3.74 vs augmented 48.56
LgO9XnFYKArvgSB2viem,tu_pb_09022_569126.jpg,train,tu_pb_09022_569126_jpg.rf.1d49ce0ab06b7cb73da46b9e98859d0e.jpg,440,exact_name,high,false,2,2.5887,76.2662,pristine 2.59 vs augmented 76.27
LkPWuopeX4IeCkstwBpU,photo-1742112125630-dd2955dd6120.jpg,train,photo-1742112125630-dd2955dd6120_jpg.rf.56cbdd39c67e0681414b5ad869841074.jpg,435,exact_name,high,false,2,2.3274,82.5184,pristine 2.33 vs augmented 82.52
MBuNKaZBdNlilQvSv3zC,photo-1589792923962-537704632910.jpg,train,photo-1589792923962-537704632910_jpg.rf.2f85a4bc1ede1a5b079bf39ed0b2ae37.jpg,458,exact_name,high,false,2,3.5583,84.0533,pristine 3.56 vs augmented 84.05
MUAB7pAwP5R5mAfVEWsH,premium_photo-1661919611012-3217c88abbd2.jpg,train,premium_photo-1661919611012-3217c88abbd2_jpg.rf.2d2499c0114d391763b1997fb9b74551.jpg,459,exact_name,high,false,2,2.8552,59.6278,pristine 2.86 vs augmented 59.63
Mbgd4Kw22vX5vdWxqfRn,premium_photo-1753820185684-8999b0c70865.jpg,train,premium_photo-1753820185684-8999b0c70865_jpg.rf.3102d55d888d633ed274b575c432fa92.jpg,464,exact_name,high,false,2,3.4350,83.4291,pristine 3.44 vs augmented 83.43
MkxXQ8wmfbTbRbgDBAK1,px_0061_8486926.jpg,train,px_0061_8486926_jpg.rf.b8848ed9a0f458b4ba9ce7b511713256.jpg,466,exact_name,high,false,2,2.1465,56.8699,pristine 2.15 vs augmented 56.87
MqWRDetc1VZN6mHw7iwA,pb_0008_956496.jpg,train,pb_0008_956496_jpg.rf.7812ed0d59b2953d330052bbd717b627.jpg,456,exact_name,high,false,2,1.5157,54.0424,pristine 1.52 vs augmented 54.04
MvvtCo7VlWi4U7eiAk9x,photo-1764639564572-e1129f82113c.jpg,valid,photo-1764639564572-e1129f82113c_jpg.rf.3357e7e68d2235b551054533d91f9041.jpg,28,exact_name,high,false,1,4.5643,,single export record; matches the deterministic re-render
NCdN7Jz3Eoh0ICakh5Cx,tu_px_09026_17858119.jpg,train,tu_px_09026_17858119_jpg.rf.9e48aa2ff23598417d3fc7f1aa35cf96.jpg,463,exact_name,high,false,2,1.2779,74.4220,pristine 1.28 vs augmented 74.42
NL3zUnIqUyNKhcch1hNK,px_0103_34859873.jpg,train,px_0103_34859873_jpg.rf.856dd3a3104b0d3b9dbdf0d6e5d98992.jpg,453,exact_name,high,false,2,2.0416,36.3223,pristine 2.04 vs augmented 36.32
NSxOF60pUyiloAjZa1zY,photo-1560250056-07ba64664864.jpg,valid,photo-1560250056-07ba64664864_jpg.rf.cc6444ce6c88c517245fc4e57b67e04b.jpg,40,exact_name,high,false,1,2.1255,,single export record; matches the deterministic re-render
Npv1zPbAHshMBBa1mbY4,pb_0051_5182074.jpg,test,pb_0051_5182074_jpg.rf.a7d0ef7a1245a5fbee45fc2d7aa98119.jpg,32,exact_name,high,false,1,4.5991,,single export record; matches the deterministic re-render
NtpAqzunm5la8DrZocsj,photo-1553413077-190dd305871c.jpg,train,photo-1553413077-190dd305871c_jpg.rf.b995d5eb39efb1af53cfc3e525f10032.jpg,506,exact_name,high,false,2,4.2925,76.5610,pristine 4.29 vs augmented 76.56
OQJwjQoYsf1KUgr9G0V8,photo-1694521787162-5373b598945c.jpg,test,photo-1694521787162-5373b598945c_jpg.rf.da7b7903151a7a4c6a3c846958ab2a03.jpg,30,exact_name,high,false,1,3.8047,,single export record; matches the deterministic re-render
OgbeepjjlVIRghzAMurI,un_0002_X1P1_EDNnok.jpg,valid,un_0002_X1P1_EDNnok_jpg.rf.fb9b512303acc16f8c35b3083bd39fb3.jpg,29,exact_name,high,false,1,2.1043,,single export record; matches the deterministic re-render
OnqsKM2CX6FubTfVtaAG,photo-1535732759880-bbd5c7265e3f.jpg,valid,photo-1535732759880-bbd5c7265e3f_jpg.rf.2cb517021fc51255271a4cae22968951.jpg,37,exact_name,high,false,1,2.8893,,single export record; matches the deterministic re-render
Onxr5fVm9Rf4SRgJSUwU,photo-1622127739239-1905bbaa21b8.jpg,valid,photo-1622127739239-1905bbaa21b8_jpg.rf.e12f7274f58416f6e62bc5c6b70e1343.jpg,34,exact_name,high,false,1,2.0309,,single export record; matches the deterministic re-render
OugGxvkSv1brFNywY26P,photo-1660177595595-cba8640c02b9.jpg,train,photo-1660177595595-cba8640c02b9_jpg.rf.6db061679e9f9ade85ea8efcec3a9944.jpg,502,exact_name,high,false,2,1.5842,56.0933,pristine 1.58 vs augmented 56.09
P2bOf45tvhUMqEYK8wqW,px_0018_9322218.jpg,train,px_0018_9322218_jpg.rf.9ec5853684c64efe256a461003826068.jpg,508,exact_name,high,false,2,3.1904,75.0085,pristine 3.19 vs augmented 75.01
P4kyoAALuWE7lYtori2d,photo-1586528116493-a029325540fa.jpg,train,photo-1586528116493-a029325540fa_jpg.rf.d536dfe6f6990c0b89c8cdc93530c94c.jpg,511,exact_name,high,false,2,4.0452,72.9251,pristine 4.05 vs augmented 72.93
P7zAHwjb68yXM9zLAlb1,un_0129_DTvzQ-fBa1w.jpg,valid,un_0129_DTvzQ-fBa1w_jpg.rf.a83abdef112aed366cec2751d18f432e.jpg,31,exact_name,high,false,1,4.2895,,single export record; matches the deterministic re-render
P9Jz8sNsaNTHaD6dqhKc,premium_photo-1681823098176-5fc40b0659be.jpg,valid,premium_photo-1681823098176-5fc40b0659be_jpg.rf.ca15ebe8f0db7bde989d2c8dd32195a3.jpg,49,exact_name,high,false,1,1.9815,,single export record; matches the deterministic re-render
PIo6f9EGJ9nINHXHAGy7,px_0112_8487722.jpg,train,px_0112_8487722_jpg.rf.81124b48407a6a776df1dd755b41409f.jpg,494,exact_name,high,false,2,3.1954,55.0307,pristine 3.20 vs augmented 55.03
PTpMxjS814v4U28HlRcf,pb_0184_6900536.jpg,train,pb_0184_6900536_jpg.rf.17083207f853ace20490a38fae3da2a4.jpg,484,exact_name,high,false,2,2.0882,57.7170,pristine 2.09 vs augmented 57.72
PqhswFNoQbq1qKOEBp5u,un_0075_rqcDp0U95PY.jpg,train,un_0075_rqcDp0U95PY_jpg.rf.075255a4254eeca7ac946da9f9ee44f0.jpg,499,exact_name,high,false,2,3.5724,57.0215,pristine 3.57 vs augmented 57.02
Pto3IbY2BV6RjJJsxw4T,photo-1567954970774-58d6aa6c50dc.jpg,train,photo-1567954970774-58d6aa6c50dc_jpg.rf.26d64ee23aa6ec898b6ed769f6970049.jpg,510,exact_name,high,false,2,1.8528,58.4884,pristine 1.85 vs augmented 58.49
QUQENHzkWEHi5igbSpA1,photo-1777186476705-3c9376ce1599.jpg,valid,photo-1777186476705-3c9376ce1599_jpg.rf.2d5eec7fc69fddbabb2c2d4ff48c4d46.jpg,38,exact_name,high,false,1,2.3738,,single export record; matches the deterministic re-render
QVvTSJRWlcfwVnFYCOJ9,premium_photo-1661901724416-a0e345f0cbbe.jpg,train,premium_photo-1661901724416-a0e345f0cbbe_jpg.rf.528d20dc2ad0944b4249d6ec51a9e1d1.jpg,16,exact_name,high,false,2,2.5951,62.4397,pristine 2.60 vs augmented 62.44
QYjn7wMnjUSLcCSRwwn1,premium_photo-1682148421156-5cebb29be78f.jpg,train,premium_photo-1682148421156-5cebb29be78f_jpg.rf.d4bf5aee5084789b6c2c14eda3267cd4.jpg,520,exact_name,high,false,2,2.4836,54.0022,pristine 2.48 vs augmented 54.00
QiKJqc8mjFL8EnIf105y,tu_px_09180_1797415.jpg,train,tu_px_09180_1797415_jpg.rf.48be5eafa1516918580c15a29d70c7fd.jpg,503,exact_name,high,false,2,1.5819,79.1158,pristine 1.58 vs augmented 79.12
QmjHa7u0ZQG0cE5HadWX,photo-1564182842834-681b7be6de4b.jpg,train,photo-1564182842834-681b7be6de4b_jpg.rf.030f25ba54d2abf2950b9d65cf46fb81.jpg,551,exact_name,high,false,2,2.1597,74.1110,pristine 2.16 vs augmented 74.11
R32m4IeILycIsDayiufx,tu_px_09126_34462499.jpg,train,tu_px_09126_34462499_jpg.rf.a533ceda420fccf9d270a8b8742f5e69.jpg,522,exact_name,high,false,2,3.2238,90.7807,pristine 3.22 vs augmented 90.78
RGHYIrvH4ypjKeh0X9jI,photo-1557089011-e00dec01a241.jpg,test,photo-1557089011-e00dec01a241_jpg.rf.d425d9f07d52a54edaa999666aa4bfc1.jpg,41,exact_name,high,false,1,1.0429,,single export record; matches the deterministic re-render
RKuAbxAitj0j4NzRD0Px,premium_photo-1661302828763-4ec9b91d9ce3.jpg,valid,premium_photo-1661302828763-4ec9b91d9ce3_jpg.rf.c3fadc0a2de61a6c6dcd8dcfbad67f52.jpg,61,exact_name,high,false,1,4.5831,,single export record; matches the deterministic re-render
RL2s7RdAmeNec6fLrJez,px_0190_13507074.jpg,train,px_0190_13507074_jpg.rf.f2ffac54f0b50b9ac9c470f35cad04c1.jpg,539,exact_name,high,false,2,2.3663,15.1764,pristine 2.37 vs augmented 15.18
RRlPrUJXfRWGGJ6CeKIL,px_0139_8487333.jpg,train,px_0139_8487333_jpg.rf.4b9aa7c7c729cb32d717fbf30965653b.jpg,566,exact_name,high,false,2,2.6449,32.7535,pristine 2.64 vs augmented 32.75
RdJdZdkvlh1EvYQcyy98,photo-1764328165995-0624c280a6d2.jpg,train,photo-1764328165995-0624c280a6d2_jpg.rf.65b7860afbd275751d64ede804769795.jpg,576,exact_name,high,false,2,2.0268,47.9415,pristine 2.03 vs augmented 47.94
RpNbe3NA9Ewqpz10Tid7,premium_photo-1663045426415-46444a2fa41c.jpg,test,premium_photo-1663045426415-46444a2fa41c_jpg.rf.a3c1bec955521e59865c63a29769250d.jpg,9,exact_name,high,false,1,2.3687,,single export record; matches the deterministic re-render
SA6z7RB5PM7Ij8AwZgp1,premium_photo-1663045488413-3e33a7ac44b0.jpg,valid,premium_photo-1663045488413-3e33a7ac44b0_jpg.rf.eb16a7ee8a25d4c56d818811328721a6.jpg,55,exact_name,high,false,1,3.5615,,single export record; matches the deterministic re-render
SAxTZz7s67P7PHgPiVQD,photo-1759922378222-47ad736a174d.jpg,train,photo-1759922378222-47ad736a174d_jpg.rf.96fbcc6060bc345b877d41675b40495c.jpg,529,exact_name,high,false,2,3.4813,68.6593,pristine 3.48 vs augmented 68.66
SJJJI5U15RfnloEUpsCl,photo-1702284971823-cb3f9c383a6f.jpg,valid,photo-1702284971823-cb3f9c383a6f_jpg.rf.06367b75b2a5b19927dab3ec46671361.jpg,3,exact_name,high,false,1,2.4614,,single export record; matches the deterministic re-render
SOVx70YdnCwZQTD0yb1N,px_0109_30197168.jpg,train,px_0109_30197168_jpg.rf.e6b128521a93494def7b84696083ddab.jpg,536,exact_name,high,false,2,2.3804,64.0404,pristine 2.38 vs augmented 64.04
SPkjTewbo5B0mADZT61m,px_0022_8488019.jpg,train,px_0022_8488019_jpg.rf.ceb421182eab3818c71ef9e1b0fdfef6.jpg,516,exact_name,high,false,2,2.7128,69.3616,pristine 2.71 vs augmented 69.36
STq4QNtivjTEw93pnzUf,px_0064_35390341.jpg,train,px_0064_35390341_jpg.rf.1328c5cd068eedd9d85758eaa84365f0.jpg,56,exact_name,high,false,2,2.2499,78.3292,pristine 2.25 vs augmented 78.33
SkRWCmGhaCswgUNKIAos,photo-1722230428078-591f520674b0.jpg,valid,photo-1722230428078-591f520674b0_jpg.rf.8df104d790f9de421dd6b4ab955d87a6.jpg,9,exact_name,high,false,1,1.4394,,single export record; matches the deterministic re-render
SoyYOpTgmlQWlluJOZEE,px_0104_8487721.jpg,train,px_0104_8487721_jpg.rf.d220a6a73c62a0c84c004d64269c8d1a.jpg,63,exact_name,high,false,2,1.9965,83.8550,pristine 2.00 vs augmented 83.86
SpqTKP1HgPTfRMf3kjMw,px_0197_8487763.jpg,train,px_0197_8487763_jpg.rf.e1c316be0a20f53a98316017a93ff3f6.jpg,86,exact_name,high,false,2,2.0665,54.4205,pristine 2.07 vs augmented 54.42
