image_id,annotation_id,label,geometry_kind,enclosed_bbox,enclosed_mask,area_ratio,relative_image_area,absolute_area_px,container_id,is_v4_addition
7VMQ21x6vDuAvoY6Ku2F,4,person,RLE,0.894161,0.0,0.4128667,0.05177835,88396.0,2,False
7VMQ21x6vDuAvoY6Ku2F,5,person,RLE,0.068458,0.0,4.92561881,0.25504042,435405.0,4,False
7VMQ21x6vDuAvoY6Ku2F,6,person,RLE,0.0,0.0,1.0,0.03041354,51922.0,,False
7aLiOz0V7KPglydbD5H7,1,person,POLYGON,0.0,0.0,1.0,0.04488578,76629.0,,False
7aLiOz0V7KPglydbD5H7,2,person,POLYGON,0.027097,0.0,1.38857859,0.02985298,50965.0,3,False
7aLiOz0V7KPglydbD5H7,3,person,POLYGON,0.045714,0.0,0.72016089,0.02149895,36703.0,2,False
7aLiOz0V7KPglydbD5H7,4,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00310743,5305.0,,False
7aLiOz0V7KPglydbD5H7,6,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00241682,4126.0,,False
7aLiOz0V7KPglydbD5H7,7,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00268568,4585.0,,False
7aLiOz0V7KPglydbD5H7,E,vest_on_body,RLE,0.0,0.0,1.0,0.00361996,6180.0,,False
7aLiOz0V7KPglydbD5H7,D,vest_on_body,RLE,0.0,0.0,1.0,0.00692479,11822.0,,False
7aLiOz0V7KPglydbD5H7,C,vest_on_body,RLE,0.0,0.0,1.0,0.01052952,17976.0,,False
7fuygdEv6dS4UyQgImYj,1,person,POLYGON,0.0,0.0,1.0,0.02033622,34718.0,,False
7fuygdEv6dS4UyQgImYj,2,person,POLYGON,0.0,0.0,1.0,0.00783388,13374.0,,False
7fuygdEv6dS4UyQgImYj,3,person,POLYGON,0.0,0.0,1.0,0.01074859,18350.0,,False
7fuygdEv6dS4UyQgImYj,4,person,POLYGON,0.0,0.0,1.0,0.00830307,14175.0,,False
7fuygdEv6dS4UyQgImYj,5,vest_on_body,POLYGON,0.0,0.0,1.0,0.00373477,6376.0,,False
7fuygdEv6dS4UyQgImYj,7,vest_on_body,POLYGON,0.0,0.0,1.0,0.00252577,4312.0,,False
84V2JE8FINqroFaJRHRL,1,person,POLYGON,0.199825,0.0,1.32639342,0.10266354,394228.0,4,False
84V2JE8FINqroFaJRHRL,2,vest_on_body,POLYGON,0.33702,0.002099,0.59235611,0.03237396,124316.0,3,False
84V2JE8FINqroFaJRHRL,3,vest_on_body,POLYGON,0.188962,0.001244,1.68817369,0.05465286,209867.0,2,False
84V2JE8FINqroFaJRHRL,4,person,POLYGON,0.298734,0.0,0.75392413,0.07740052,297218.0,1,False
88HbrJU619doTzltW6lx,1,person,RLE,0.820276,0.0,0.13271229,0.02163448,36969.0,3,False
88HbrJU619doTzltW6lx,2,person,RLE,0.514788,0.92349,1.08262562,0.02148525,36714.0,6,False
88HbrJU619doTzltW6lx,3,person,RLE,0.165913,0.0,7.53509697,0.16301791,278565.0,1,False
88HbrJU619doTzltW6lx,4,person,RLE,0.311991,0.0,1.04853695,0.02919066,49881.0,5,False
88HbrJU619doTzltW6lx,5,person,RLE,0.569386,0.0,0.95370983,0.02783942,47572.0,4,False
88HbrJU619doTzltW6lx,6,person,RLE,1.0,0.999794,0.92368034,0.01984551,33912.0,2,False
88HbrJU619doTzltW6lx,7,person,RLE,0.726496,0.0,0.01634089,0.00266386,4552.0,3,False
8ClEJ3kbOB1pz5A9tOlh,9,person,RLE,0.0,0.0,1.0,0.06517977,153295.0,,False
8ClEJ3kbOB1pz5A9tOlh,8,person,RLE,0.0,0.0,1.0,0.00214127,5036.0,,False
8ClEJ3kbOB1pz5A9tOlh,B,vest_on_body,RLE,0.0,0.0,1.0,0.03360886,79044.0,,False
8JoO2wxDSeESnh5SmJpP,1,vest_on_body,RLE,0.079892,0.0,3.86714814,0.18881795,322350.0,3,False
8JoO2wxDSeESnh5SmJpP,2,vest_on_body,RLE,0.0,0.0,1.0,0.08501172,145132.0,,False
8JoO2wxDSeESnh5SmJpP,3,vest_on_body,RLE,0.345631,0.0,0.25858849,0.04882615,83356.0,1,False
8JoO2wxDSeESnh5SmJpP,4,person,RLE,0.590116,0.0,0.25304414,0.10741214,183374.0,9,False
8JoO2wxDSeESnh5SmJpP,5,person,RLE,1.0,0.197101,0.21228671,0.00860649,14693.0,7,False
8JoO2wxDSeESnh5SmJpP,6,person,RLE,0.0,0.0,1.0,0.12053304,205774.0,,False
8JoO2wxDSeESnh5SmJpP,7,person,RLE,0.260932,0.041842,4.71061049,0.04054182,69213.0,5,False
8JoO2wxDSeESnh5SmJpP,8,person,RLE,0.067073,0.0,0.10576923,0.04489691,76648.0,9,False
8JoO2wxDSeESnh5SmJpP,9,person,RLE,0.236873,0.0,3.95187976,0.42447985,724672.0,4,False
8LgvW2srLb751N5SJDxq,1,person,POLYGON,0.0,0.0,1.0,0.4314714,546890.0,,False
8LgvW2srLb751N5SJDxq,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.03374832,42776.0,,False
8LgvW2srLb751N5SJDxq,4,vest_on_body,POLYGON,0.0,0.0,1.0,0.26509112,336003.0,,False
8NK1Ihm4MCS1gRXK4WzH,1,person,POLYGON,0.0,0.0,1.0,0.20528246,321226.0,,False
8O2JjSJCb1ylJibwosnA,1,person,POLYGON,0.0,0.0,1.0,0.04401401,150211.0,,False
8O2JjSJCb1ylJibwosnA,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.01623887,55420.0,,False
8O2JjSJCb1ylJibwosnA,3,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00242704,8283.0,,False
8Ru4Ji0Klp7qaNJNZXqv,1,vest_on_body,RLE,0.0,0.0,1.0,0.02352443,106895.0,,False
8Ru4Ji0Klp7qaNJNZXqv,2,person,RLE,0.019822,0.0,6.5103179,0.00256888,11673.0,6,False
8Ru4Ji0Klp7qaNJNZXqv,3,person,RLE,0.562863,0.000231,0.30372924,0.02573129,116923.0,5,False
8Ru4Ji0Klp7qaNJNZXqv,4,person,RLE,0.720207,0.0,0.64867477,0.01669124,75845.0,3,False
8Ru4Ji0Klp7qaNJNZXqv,5,person,RLE,0.430279,7e-05,3.29240611,0.08471787,384958.0,3,False
8Ru4Ji0Klp7qaNJNZXqv,6,person,RLE,0.159091,0.0,0.15360233,0.00039459,1793.0,2,False
8kz63cbCBKbeeiebv7po,2,person,RLE,0.0,0.0,1.0,0.67605208,2596040.0,,False
9ImTEhfk6VqdMSI01r6x,3,helmet_loose,RLE,0.0,0.0,1.0,0.11601032,352857.0,,False
9RMi9YBhKa1nLz3ugIma,1,vest_on_body,RLE,0.0,0.0,1.0,0.01373854,52756.0,,False
9RMi9YBhKa1nLz3ugIma,2,person,RLE,0.0,0.0,1.0,0.04869427,186986.0,,False
9T2zKDdtXzGyeq44pjGp,1,person,RLE,0.0078,0.0,1.01038726,0.14248802,547154.0,2,False
9T2zKDdtXzGyeq44pjGp,2,person,RLE,0.00759,0.0,0.98971953,0.14102318,541529.0,1,False
9V8ayqofeUijfaI5tMrr,1,person,POLYGON,0.155457,0.0,0.48455197,0.06716021,114441.0,2,False
9V8ayqofeUijfaI5tMrr,2,person,POLYGON,0.123236,0.0,2.06376211,0.1386027,236179.0,1,False
9V8ayqofeUijfaI5tMrr,3,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01714202,29210.0,,False
9V8ayqofeUijfaI5tMrr,4,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01520833,25915.0,,False
9V8ayqofeUijfaI5tMrr,5,vest_on_body,POLYGON,0.0,0.0,1.0,0.05311561,90509.0,,False
9V8ayqofeUijfaI5tMrr,6,vest_on_body,POLYGON,0.0,0.0,1.0,0.01074824,18315.0,,False
9VzteFV9D5SnmZlhQHfL,1,person,POLYGON,0.0,0.0,1.0,0.09715436,229226.0,,False
9VzteFV9D5SnmZlhQHfL,4,vest_on_body,RLE,0.0,0.0,1.0,0.04543825,107207.0,,False
9jEW0aifcZKM5bRlaCWY,2,helmet_loose,POLYGON,0.007931,0.014851,67.33521657,0.06549494,71510.0,3,False
9jEW0aifcZKM5bRlaCWY,3,helmet_loose,POLYGON,1.0,1.0,0.01485107,0.00097267,1062.0,2,True
9uyGbpRuvoK6FWsiIhGx,1,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00574625,9810.0,,False
9uyGbpRuvoK6FWsiIhGx,2,person,POLYGON,0.0,0.0,1.0,0.09522083,162561.0,,False
9uyGbpRuvoK6FWsiIhGx,3,person,POLYGON,0.0,0.0,1.0,0.00715909,12222.0,,False
9uyGbpRuvoK6FWsiIhGx,5,vest_on_body,RLE,0.0,0.0,1.0,0.0739392,126229.0,,False
9xNY90loilCLVSX84iwp,1,person,POLYGON,0.0,0.0,1.0,0.4755651,1826170.0,,False
9xNY90loilCLVSX84iwp,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.07586406,291318.0,,False
A2iSTnVfTHioOl73tkQd,1,helmet_on_head,RLE,0.0,0.0,1.0,0.00301875,9660.0,,False
A2iSTnVfTHioOl73tkQd,2,person,RLE,0.500491,0.0,0.28150988,0.00541625,17332.0,4,False
A2iSTnVfTHioOl73tkQd,3,person,RLE,0.393807,0.00887,1.29442649,0.00701094,22435.0,2,False
A2iSTnVfTHioOl73tkQd,4,person,RLE,0.09363,0.0,3.55227325,0.01924,61568.0,2,False
AIAwqRIKtkrSOj8atqNs,1,person,POLYGON,0.0,0.0,1.0,0.09232226,217478.0,,False
AIAwqRIKtkrSOj8atqNs,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.04557403,107356.0,,False
AIAwqRIKtkrSOj8atqNs,3,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00540957,12743.0,,False
Ai3fqVHdn3cSDpuEaa5l,1,person,POLYGON,0.0,0.0,1.0,0.06835872,116702.0,,False
Ai3fqVHdn3cSDpuEaa5l,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00555471,9483.0,,False
Ais9TUGiL1MJDTRdjVnE,1,helmet_loose,POLYGON,0.0,0.0,1.0,0.01410345,15896.0,,False
AvvR6iF4C7rqEdb4F2SB,1,person,POLYGON,0.0,0.0,1.0,0.10232039,241030.0,,False
B28mQjiO7iQrGNpLEnKa,1,person,RLE,0.0,0.0,1.0,0.35469311,1360319.0,,False
B28mQjiO7iQrGNpLEnKa,3,helmet_loose,RLE,0.0,0.0,1.0,0.02722048,104396.0,,False
B2QiCIntf9RxLHCBKmVy,1,person,POLYGON,0.022468,0.0,62.05358104,0.1200349,460934.0,4,False
B2QiCIntf9RxLHCBKmVy,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.00944089,36253.0,,False
B2QiCIntf9RxLHCBKmVy,3,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00670495,25747.0,,False
B2QiCIntf9RxLHCBKmVy,4,person,POLYGON,1.0,0.0,0.01611511,0.00193437,7428.0,1,False
B2znvjHzOOKJdNuzNnwo,1,person,POLYGON,0.0,0.0,1.0,0.23193018,261107.0,,False
B2znvjHzOOKJdNuzNnwo,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01572126,17699.0,,False
B2znvjHzOOKJdNuzNnwo,3,vest_on_body,POLYGON,0.0,0.0,1.0,0.07658998,86225.0,,False
B809pvlQ32XXT2akrDG5,1,person,POLYGON,0.122942,0.0,0.98898833,0.21011715,358712.0,2,False
B809pvlQ32XXT2akrDG5,2,person,POLYGON,0.084,0.0,1.01113428,0.21245665,362706.0,1,False
BFG4pp4pV1WkTUQUDVvc,1,vest_on_body,POLYGON,0.0,0.0,1.0,0.06830539,76987.0,,False
BFG4pp4pV1WkTUQUDVvc,5,person,RLE,0.0,0.0,1.0,0.18315323,206432.0,,False
BKQc0VOlqhWGIuqGozuK,1,helmet_loose,POLYGON,0.0,0.0,1.0,0.06359843,149815.0,,False
BTDhw7BCTG4sfwnaraKa,1,vest_on_body,RLE,0.0,0.0,1.0,0.14566875,559368.0,,False
BTDhw7BCTG4sfwnaraKa,2,person,RLE,0.0,0.0,1.0,0.23643333,907904.0,,False
BZkvs1U3ZhiNDdJ7EitR,1,helmet_loose,POLYGON,0.0,0.0,1.0,0.19102268,430355.0,,False
BgmyvUGHmaKd9YGpEfYd,1,person,POLYGON,0.0,0.0,1.0,0.18425824,207917.0,,False
BgmyvUGHmaKd9YGpEfYd,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.058933,66500.0,,False
BgmyvUGHmaKd9YGpEfYd,3,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00888337,10024.0,,False
BhdMkBrR1P1zUTVq9DaC,1,person,POLYGON,0.0,0.0,1.0,0.08742233,57405.0,,False
BhdMkBrR1P1zUTVq9DaC,4,helmet_loose,RLE,0.0,0.0,1.0,0.00892727,5862.0,,False
BqslKEg23m8hmDaQGJMo,1,helmet_on_head,POLYGON,0.0,0.0,1.0,0.13710551,308885.0,,False
BqslKEg23m8hmDaQGJMo,2,person,POLYGON,0.0,0.0,1.0,0.39051933,879801.0,,False
BqslKEg23m8hmDaQGJMo,8,vest_on_body,POLYGON,0.0,0.0,1.0,0.04048737,91214.0,,False
BqslKEg23m8hmDaQGJMo,9,vest_on_body,POLYGON,0.0,0.0,1.0,0.01013361,22830.0,,True
BwtdnuFIdhZLIWJuO3BZ,1,person,POLYGON,0.0,0.0,1.0,0.10113051,172650.0,,False
CDbWzCeakwV73xXd2qlq,1,person,POLYGON,0.0,0.0,1.0,0.22156064,249721.0,,False
CDbWzCeakwV73xXd2qlq,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01116405,12583.0,,False
CDbWzCeakwV73xXd2qlq,5,vest_on_body,POLYGON,0.036199,0.0,0.47444133,0.02299973,25923.0,7,True
CDbWzCeakwV73xXd2qlq,6,vest_on_body,POLYGON,0.0,0.0,1.0,0.00183568,2069.0,,True
CDbWzCeakwV73xXd2qlq,7,vest_on_body,POLYGON,0.017145,0.0,2.10774216,0.04847751,54639.0,5,True
CDbWzCeakwV73xXd2qlq,8,vest_on_body,POLYGON,0.0,0.0,1.0,0.00832845,9387.0,,True
CF4PPPCAZgulnXoSl3hj,1,person,POLYGON,0.0,0.0,1.0,0.14836979,569740.0,,False
CF4PPPCAZgulnXoSl3hj,2,person,POLYGON,0.0,0.0,1.0,0.15898177,610490.0,,False
CF4PPPCAZgulnXoSl3hj,4,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01032292,39640.0,,False
CF4PPPCAZgulnXoSl3hj,5,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01334583,51248.0,,False
CF4PPPCAZgulnXoSl3hj,8,vest_on_body,RLE,0.0,0.0,1.0,0.09048333,347456.0,,False
CF4PPPCAZgulnXoSl3hj,7,vest_on_body,RLE,0.0,0.0,1.0,0.06257448,240286.0,,False
CGks86YYT3ldFKEyDmBe,1,person,POLYGON,0.0,0.0,1.0,0.33979887,371006.0,,False
CM5yr8YHsaaoIdidqtnU,1,vest_on_body,POLYGON,0.0,0.0,1.0,0.0070126,5453.0,,False
CM5yr8YHsaaoIdidqtnU,3,person,RLE,0.0,0.0,1.0,0.0115445,8977.0,,False
CSJxc0owYRXzhKLvpTQ9,1,person,POLYGON,0.0,0.0,1.0,0.27694353,472798.0,,False
CVIS4alNHovwaIjoYMxe,1,person,POLYGON,0.0,0.0,1.0,0.04680069,67393.0,,False
Cd1T5uyp8ZPWDdHbg0nr,1,person,RLE,0.536961,0.0,1.29411741,0.20238944,316699.0,3,False
Cd1T5uyp8ZPWDdHbg0nr,2,person,RLE,0.129969,0.0,0.70886206,0.11869951,185741.0,4,False
Cd1T5uyp8ZPWDdHbg0nr,3,person,RLE,0.889925,0.0,0.77272742,0.15639187,244722.0,1,False
Cd1T5uyp8ZPWDdHbg0nr,4,person,RLE,0.126823,0.0,1.07071289,0.16745079,262027.0,3,False
CoVIro6CIADvOn5LnoQw,1,person,POLYGON,0.0,0.0,1.0,0.85791458,3294392.0,,False
CoVIro6CIADvOn5LnoQw,4,helmet_on_head,RLE,0.0,0.0,1.0,0.16327526,626977.0,,False
D2TlRBeF3Z3XnwTXgwdf,1,vest_on_body,RLE,0.017173,0.0,1.69875468,0.06512125,111175.0,2,False
D2TlRBeF3Z3XnwTXgwdf,2,vest_on_body,RLE,0.027694,0.0,0.58866652,0.0383347,65445.0,1,False
D2TlRBeF3Z3XnwTXgwdf,3,person,RLE,0.056978,0.0,1.3439228,0.08883493,151659.0,4,False
D2TlRBeF3Z3XnwTXgwdf,4,person,RLE,0.084592,0.0,0.74409036,0.06610122,112848.0,3,False
D2TlRBeF3Z3XnwTXgwdf,8,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01000527,17081.0,,False
D2TlRBeF3Z3XnwTXgwdf,9,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01217959,20793.0,,False
DErEbvqFZXpWqvCNQa9N,1,person,POLYGON,0.0,0.0,1.0,0.1440901,469849.0,,False
DErEbvqFZXpWqvCNQa9N,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01076055,35088.0,,False
DOt8L8n8BNwvRpo1BFy7,5,person,RLE,0.0,0.0,1.0,0.00939167,13524.0,,False
DOt8L8n8BNwvRpo1BFy7,4,person,RLE,0.0,0.0,1.0,0.01314375,18927.0,,False
DQK6LrJqCXecgKPqH5UV,1,person,POLYGON,0.0,0.0,1.0,0.16777993,285897.0,,False
DQK6LrJqCXecgKPqH5UV,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00590669,10065.0,,False
DRtY5eg2m6BkQJHYfMJy,1,person,POLYGON,0.0,0.0,1.0,0.10278233,175470.0,,False
DRtY5eg2m6BkQJHYfMJy,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00387535,6616.0,,False
DY7f9eSSIqF3cejIv59H,1,person,RLE,0.012692,0.0,1.60058591,0.04064374,69387.0,2,False
DY7f9eSSIqF3cejIv59H,2,person,RLE,0.028213,0.0,0.62477121,0.02539304,43351.0,1,False
DY7f9eSSIqF3cejIv59H,3,person,RLE,0.953728,0.0,0.21440446,0.01911317,32630.0,4,False
DY7f9eSSIqF3cejIv59H,4,person,RLE,0.138911,0.0,4.66408213,0.08914538,152189.0,3,False
DY7f9eSSIqF3cejIv59H,5,person,RLE,0.0,0.0,1.0,0.01500234,25612.0,,False
DY7f9eSSIqF3cejIv59H,6,person,RLE,0.10757,0.0,0.19088765,0.01701675,29051.0,4,False
DcP4LlxYQwLImU646IZ7,1,person,POLYGON,0.0,0.0,1.0,0.02433822,40657.0,,False
DcP4LlxYQwLImU646IZ7,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.0009123,1524.0,,False
DcP4LlxYQwLImU646IZ7,3,vest_on_body,POLYGON,0.0,0.0,1.0,0.00285962,4777.0,,False
DcP4LlxYQwLImU646IZ7,4,vest_on_body,POLYGON,0.0,0.0,1.0,0.00124035,2072.0,,False
Df656VZ1wmrTjmmkqq3j,1,person,POLYGON,0.0,0.0,1.0,0.30613375,979628.0,,False
DiZN18wef1vuHh6pVvtI,2,helmet_loose,POLYGON,0.0,0.0,1.0,0.02484148,84779.0,,False
Dl8EqAh6dPQw7Dq34TlH,1,helmet_loose,POLYGON,0.0,0.0,1.0,0.16376194,150923.0,,False
Dl8EqAh6dPQw7Dq34TlH,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.17379123,160166.0,,False
Dl8EqAh6dPQw7Dq34TlH,4,person,RLE,0.0,0.0,1.0,0.18999349,175098.0,,False
Dny3q3vJmCFOBIzhGir1,1,person,POLYGON,0.0,0.0,1.0,0.2753989,470161.0,,False
Dny3q3vJmCFOBIzhGir1,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.09805822,167405.0,,False
EMcfZIuO2gmvi4krBUxS,7,person,POLYGON,0.0,0.0,1.0,0.07060833,77093.0,,True
EMcfZIuO2gmvi4krBUxS,6,person,POLYGON,0.0,0.0,1.0,0.01712705,18700.0,,True
EMcfZIuO2gmvi4krBUxS,8,vest_on_body,POLYGON,0.0,0.0,1.0,0.01150993,12567.0,,True
EMcfZIuO2gmvi4krBUxS,9,vest_on_body,POLYGON,0.0,0.0,1.0,0.02683635,29301.0,,False
EMcfZIuO2gmvi4krBUxS,B,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00386595,4221.0,,False
EdR5Rau43iqKaPKbjsHM,1,person,POLYGON,0.0,0.0,1.0,0.6035503,765000.0,,False
EdR5Rau43iqKaPKbjsHM,4,vest_on_body,RLE,0.0,0.0,1.0,0.37942643,480923.0,,False
F75mTbxKUV3DbBpuTvZq,1,vest_on_body,RLE,0.0,0.0,1.0,0.01412146,23950.0,,False
F75mTbxKUV3DbBpuTvZq,2,helmet_on_head,RLE,0.0,0.0,1.0,0.07261675,123158.0,,False
F75mTbxKUV3DbBpuTvZq,3,person,RLE,0.315076,0.0,0.56134623,0.14770224,250503.0,4,False
F75mTbxKUV3DbBpuTvZq,4,person,RLE,0.109001,0.0,1.78143176,0.26312146,446254.0,3,False
F9BUOPsajE69txpyePoP,1,vest_on_body,RLE,0.0,0.0,1.0,0.12220096,208817.0,,False
F9BUOPsajE69txpyePoP,2,vest_on_body,RLE,0.0,0.0,1.0,0.12742802,217749.0,,False
F9BUOPsajE69txpyePoP,3,person,RLE,0.199195,0.0,1.02923158,0.25896184,442514.0,4,False
F9BUOPsajE69txpyePoP,4,person,RLE,0.246269,0.0,0.97159864,0.25160698,429946.0,3,False
F9BUOPsajE69txpyePoP,6,helmet_loose,RLE,0.0,0.0,1.0,0.03799508,64926.0,,False
FBzxttXYsNSZKcVNofUI,1,person,POLYGON,0.0,0.0,1.0,0.05700874,44330.0,,False
FBzxttXYsNSZKcVNofUI,2,person,POLYGON,0.0,0.0,1.0,0.05569573,43309.0,,False
FBzxttXYsNSZKcVNofUI,3,person,POLYGON,0.0,0.0,1.0,0.05865741,45612.0,,False
FbZqQM7gZbTKYNSbQPNc,1,vest_on_body,RLE,0.0,0.0,1.0,0.02882865,110702.0,,False
FbZqQM7gZbTKYNSbQPNc,2,vest_on_body,RLE,0.0,0.0,1.0,0.03718385,142786.0,,False
FbZqQM7gZbTKYNSbQPNc,3,helmet_on_head,RLE,0.0,0.0,1.0,0.00328203,12603.0,,False
FbZqQM7gZbTKYNSbQPNc,4,helmet_on_head,RLE,0.0,0.0,1.0,0.00439792,16888.0,,False
FbZqQM7gZbTKYNSbQPNc,5,person,RLE,0.241637,0.0,0.85666608,0.08288802,318290.0,7,False
FbZqQM7gZbTKYNSbQPNc,6,person,RLE,0.922078,0.0,0.07015839,0.00678828,26067.0,7,False
FbZqQM7gZbTKYNSbQPNc,7,person,RLE,0.162791,0.0,1.16731597,0.09675651,371545.0,5,False
FbZqQM7gZbTKYNSbQPNc,8,person,RLE,1.0,0.00053,0.10658736,0.01031302,39602.0,7,False
FbZqQM7gZbTKYNSbQPNc,9,person,RLE,1.0,0.012509,0.066807,0.0055375,21264.0,5,False
Fclex3JhZn6KA5UzhPqs,1,person,POLYGON,0.0,0.0,1.0,0.30881771,1185860.0,,False
Fclex3JhZn6KA5UzhPqs,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.09534167,366112.0,,False
Fclex3JhZn6KA5UzhPqs,3,helmet_loose,POLYGON,0.0,0.0,1.0,0.02135469,82002.0,,False
FdDCioACvsve0FOYsuw2,4,vest_on_body,RLE,0.0,0.0,1.0,0.07241756,170862.0,,False
FdDCioACvsve0FOYsuw2,6,person,RLE,0.0,0.0,1.0,0.14717386,347242.0,,False
FnmvDGwRQ2lAaLFhuOWQ,1,person,POLYGON,0.0,0.0,1.0,0.4228915,722637.0,,False
FnmvDGwRQ2lAaLFhuOWQ,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.05390157,92107.0,,False
Foo1oq3oHF7pBhTWKpnL,1,person,POLYGON,0.0,0.0,1.0,0.49001815,621098.0,,False
Foo1oq3oHF7pBhTWKpnL,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.29627061,375523.0,,False
Foo1oq3oHF7pBhTWKpnL,3,helmet_loose,POLYGON,0.0,0.0,1.0,0.07153452,90670.0,,False
FxSzogHP5qjTmbBVRQ5K,1,person,POLYGON,0.048768,0.0,5.20790574,0.13372549,150722.0,2,False
FxSzogHP5qjTmbBVRQ5K,2,person,POLYGON,0.373893,0.0,0.19201576,0.0256774,28941.0,1,False
FxSzogHP5qjTmbBVRQ5K,3,vest_on_body,POLYGON,0.0,0.0,1.0,0.04297667,48439.0,,False
FyyZcyYXsPHz2XgfCwAs,1,person,POLYGON,0.0,0.0,1.0,0.01975703,75867.0,,False
FyyZcyYXsPHz2XgfCwAs,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.00110208,4232.0,,False
FyyZcyYXsPHz2XgfCwAs,3,vest_on_body,POLYGON,0.0,0.0,1.0,0.00909479,34924.0,,False
G4gekWExHFiC5oxkqJg6,1,person,RLE,0.0,0.0,1.0,0.01926019,32881.0,,False
G4gekWExHFiC5oxkqJg6,2,person,RLE,0.232266,0.0,0.53020167,0.07595127,129664.0,5,False
G4gekWExHFiC5oxkqJg6,3,person,RLE,0.822482,0.0,0.28302311,0.04054299,69215.0,5,False
G4gekWExHFiC5oxkqJg6,4,person,RLE,0.504,0.003348,0.30410137,0.02309688,39431.0,2,False
G4gekWExHFiC5oxkqJg6,5,person,RLE,0.168064,0.0,3.53328036,0.14324977,244556.0,3,False
G4gekWExHFiC5oxkqJg6,6,person,RLE,0.546667,0.0,0.20529449,0.02940839,50206.0,5,False
G6t1yK9gNn0LIS4hbciD,1,person,POLYGON,0.0,0.0,1.0,0.3965997,677075.0,,False
G6t1yK9gNn0LIS4hbciD,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.12692713,216690.0,,False
GAAQsDQ6cH9YB5cJ6aHb,1,vest_on_body,RLE,0.0,0.0,1.0,0.01805002,30815.0,,False
GAAQsDQ6cH9YB5cJ6aHb,2,helmet_on_head,RLE,0.0,0.0,1.0,0.00945759,16146.0,,False
GAAQsDQ6cH9YB5cJ6aHb,3,person,RLE,0.0,0.0,1.0,0.09908388,169156.0,,False
GF2RQ1mpGBJzlTjKoCHR,1,vest_on_body,RLE,0.0,0.0,1.0,0.04994787,85271.0,,False
GF2RQ1mpGBJzlTjKoCHR,2,vest_on_body,RLE,0.0,0.0,1.0,0.07999473,136567.0,,False
GF2RQ1mpGBJzlTjKoCHR,3,helmet_on_head,RLE,0.0,0.0,1.0,0.02926195,49956.0,,False
GF2RQ1mpGBJzlTjKoCHR,4,helmet_on_head,RLE,0.0,0.0,1.0,0.0266735,45537.0,,False
GF2RQ1mpGBJzlTjKoCHR,5,person,RLE,0.0,0.0,1.0,0.20245314,345628.0,,False
GF2RQ1mpGBJzlTjKoCHR,6,person,RLE,0.0,0.0,1.0,0.25086457,428276.0,,False
GI3xss1sRRS18wHohAkx,1,person,POLYGON,0.0,0.0,1.0,0.11451436,129218.0,,False
GI3xss1sRRS18wHohAkx,2,vest_on_body,POLYGON,0.0,0.0,1.0,0.03029599,34186.0,,False
GKGcxwlCacsz6brHHLRV,1,helmet_loose,POLYGON,0.0,0.0,1.0,0.22083907,846962.0,,False
Gbgzj50ZzCdiYvoAOmpo,1,vest_on_body,POLYGON,0.0,0.0,1.0,0.10450157,246561.0,,False
Gbgzj50ZzCdiYvoAOmpo,2,person,POLYGON,0.0,0.0,1.0,0.20691828,488203.0,,False
GgFocHO8SbtIBUGEFc8E,2,person,RLE,0.0,0.0,1.0,0.02133138,26212.0,,False
GpEW4sBKjwFabVZSUq2b,2,helmet_on_head,POLYGON,0.0,0.0,1.0,0.01675365,64334.0,,False
