source_image_id,annotation_id,label,geometry_kind,action,reason,decision_source,geometry_origin,review_flag,bbox,area
JtlLc8vU4kkL2Jz7ctjA,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,621.000;882.000;542.000;1368.000,340346.000
JtlLc8vU4kkL2Jz7ctjA,2,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,746.000;883.000;212.000;137.000,17355.000
K0CnIma3AqzHtRo2VNdu,1,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,818.000;563.000;301.000;380.000,28815.000
K0CnIma3AqzHtRo2VNdu,2,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,344.000;486.000;293.000;459.000,63418.000
K0CnIma3AqzHtRo2VNdu,3,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,905.000;338.000;219.000;166.000,20411.000
K0CnIma3AqzHtRo2VNdu,4,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,409.000;252.000;221.000;157.000,18580.000
K0CnIma3AqzHtRo2VNdu,5,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,687.000;338.000;523.000;726.000,139224.000
K0CnIma3AqzHtRo2VNdu,6,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,301.000;253.000;415.000;814.000,224713.000
KMRRC0uoR29Yq6wEaJrP,6,helmet_loose,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,656.000;703.000;445.000;328.000,105393.000
KMRRC0uoR29Yq6wEaJrP,5,helmet_loose,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,510.000;385.000;360.000;236.000,52511.000
KMRRC0uoR29Yq6wEaJrP,4,helmet_loose,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,947.000;551.000;203.000;236.000,29289.000
KMRRC0uoR29Yq6wEaJrP,3,helmet_loose,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,616.000;543.000;390.000;242.000,55929.000
KMRRC0uoR29Yq6wEaJrP,2,helmet_loose,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,821.000;1362.000;669.000;519.000,271336.000
KN9YcUjf4MbiILNfF6d1,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,943.000;435.000;314.000;630.000,125917.000
KN9YcUjf4MbiILNfF6d1,2,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,303.000;370.000;312.000;695.000,145309.000
KN9YcUjf4MbiILNfF6d1,3,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,612.000;359.000;337.000;706.000,158131.000
KN9YcUjf4MbiILNfF6d1,4,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1042.000;435.000;121.000;117.000,11056.000
KN9YcUjf4MbiILNfF6d1,5,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,730.000;357.000;130.000;88.000,7775.000
KN9YcUjf4MbiILNfF6d1,6,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,423.000;370.000;128.000;97.000,9448.000
KyqVojaz6oaARWVjEAyG,1,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1013.000;600.000;110.000;135.000,9573.000
KyqVojaz6oaARWVjEAyG,2,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,465.000;35.000;183.000;255.000,29215.000
KyqVojaz6oaARWVjEAyG,3,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,784.000;445.000;176.000;145.000,14153.000
KyqVojaz6oaARWVjEAyG,4,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1003.000;541.000;80.000;59.000,2280.000
KyqVojaz6oaARWVjEAyG,5,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,857.000;391.000;91.000;73.000,3775.000
KyqVojaz6oaARWVjEAyG,6,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,530.000;0.000;122.000;52.000,3184.000
KyqVojaz6oaARWVjEAyG,7,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,787.000;541.000;336.000;526.000,43463.000
KyqVojaz6oaARWVjEAyG,8,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,642.000;392.000;328.000;540.000,62715.000
KyqVojaz6oaARWVjEAyG,9,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,234.000;0.000;417.000;707.000,91995.000
L51HLb9pTcXWg0hlY2eI,1,helmet_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,784.000;149.000;512.000;790.000,304354.000
L51HLb9pTcXWg0hlY2eI,2,helmet_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,613.000;349.000;276.000;448.000,67249.000
LECJ0QrWJeyWICbOqamy,5,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,682.000;458.000;132.000;112.000,9629.000
LECJ0QrWJeyWICbOqamy,6,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,816.000;407.000;113.000;98.000,6217.000
LECJ0QrWJeyWICbOqamy,7,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,703.000;419.000;110.000;84.000,3934.000
LECJ0QrWJeyWICbOqamy,8,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,795.000;587.000;172.000;155.000,18973.000
LECJ0QrWJeyWICbOqamy,I,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,311.000;589.000;1020.000;480.000,201019.000
LECJ0QrWJeyWICbOqamy,H,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,475.000;459.000;685.000;324.000,62875.000
LECJ0QrWJeyWICbOqamy,G,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,527.000;419.000;285.000;194.000,15556.000
LECJ0QrWJeyWICbOqamy,F,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,803.000;407.000;267.000;252.000,26902.000
LSzsvsjaUz4782epO92M,1,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1420.000;490.000;49.000;58.000,1489.000
LSzsvsjaUz4782epO92M,2,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,145.000;494.000;56.000;67.000,2603.000
LSzsvsjaUz4782epO92M,3,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,679.000;494.000;45.000;62.000,2350.000
LSzsvsjaUz4782epO92M,4,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,187.000;487.000;73.000;127.000,5009.000
LSzsvsjaUz4782epO92M,5,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1395.000;467.000;73.000;155.000,5864.000
LSzsvsjaUz4782epO92M,6,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,144.000;466.000;62.000;172.000,6859.000
LSzsvsjaUz4782epO92M,7,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,651.000;467.000;92.000;174.000,6614.000
LSzsvsjaUz4782epO92M,C,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,686.000;467.000;26.000;18.000,339.000
LSzsvsjaUz4782epO92M,B,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,165.000;466.000;32.000;18.000,402.000
LSzsvsjaUz4782epO92M,A,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,188.000;487.000;54.000;20.000,911.000
LSzsvsjaUz4782epO92M,9,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1425.000;466.000;32.000;18.000,425.000
LUvZ2w5JsB8sHFevCPRy,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,969.000;657.000;23.000;116.000,2013.000
LVQG21gdyYgR1aZBE6h9,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,34.000;102.000;307.000;963.000,168124.000
LgO9XnFYKArvgSB2viem,1,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,512.000;116.000;168.000;146.000,18674.000
LgO9XnFYKArvgSB2viem,2,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,369.000;120.000;704.000;642.000,187137.000
LgO9XnFYKArvgSB2viem,3,vest_on_body,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,375.000;347.000;380.000;350.000,81609.000
LkPWuopeX4IeCkstwBpU,1,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1000.000;729.000;262.000;266.000,21452.000
LkPWuopeX4IeCkstwBpU,2,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,605.000;676.000;280.000;375.000,49628.000
LkPWuopeX4IeCkstwBpU,3,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,978.000;519.000;182.000;142.000,17190.000
LkPWuopeX4IeCkstwBpU,4,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,715.000;513.000;157.000;135.000,15413.000
LkPWuopeX4IeCkstwBpU,5,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,978.000;519.000;305.000;475.000,95055.000
LkPWuopeX4IeCkstwBpU,6,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,477.000;513.000;522.000;554.000,140162.000
MBuNKaZBdNlilQvSv3zC,D,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,403.000;448.000;68.000;75.000,3109.000
MBuNKaZBdNlilQvSv3zC,C,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1126.000;527.000;94.000;117.000,6219.000
MBuNKaZBdNlilQvSv3zC,B,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1147.000;457.000;66.000;58.000,2145.000
MBuNKaZBdNlilQvSv3zC,A,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,84.000;510.000;26.000;36.000,548.000
MBuNKaZBdNlilQvSv3zC,9,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,0.000;467.000;91.000;316.000,13986.000
MBuNKaZBdNlilQvSv3zC,8,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,807.000;440.000;152.000;271.000,15042.000
MBuNKaZBdNlilQvSv3zC,7,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,663.000;449.000;165.000;383.000,24361.000
MBuNKaZBdNlilQvSv3zC,6,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1029.000;437.000;109.000;492.000,35274.000
MUAB7pAwP5R5mAfVEWsH,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,350.000;213.000;315.000;804.000,130024.000
MUAB7pAwP5R5mAfVEWsH,2,vest_on_body,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,415.000;334.000;200.000;302.000,46521.000
MUAB7pAwP5R5mAfVEWsH,3,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,459.000;210.000;116.000;85.000,4539.000
Mbgd4Kw22vX5vdWxqfRn,H,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,763.000;0.000;337.000;1028.000,203478.000
Mbgd4Kw22vX5vdWxqfRn,J,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1019.000;17.000;211.000;896.000,135104.000
Mbgd4Kw22vX5vdWxqfRn,L,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1180.000;0.000;208.000;1012.000,152916.000
Mbgd4Kw22vX5vdWxqfRn,N,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,586.000;0.000;313.000;1016.000,151294.000
Mbgd4Kw22vX5vdWxqfRn,P,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,258.000;0.000;558.000;1161.000,281922.000
Mbgd4Kw22vX5vdWxqfRn,R,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,0.000;0.000;559.000;1186.000,327765.000
Mbgd4Kw22vX5vdWxqfRn,T,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,0.000;539.000;358.000;647.000,97394.000
Mbgd4Kw22vX5vdWxqfRn,V,vest_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1373.000;0.000;153.000;832.000,101459.000
MkxXQ8wmfbTbRbgDBAK1,1,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,800.000;132.000;570.000;340.000,119049.000
MkxXQ8wmfbTbRbgDBAK1,2,vest_on_body,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,615.000;815.000;887.000;483.000,225578.000
MkxXQ8wmfbTbRbgDBAK1,5,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,613.000;130.000;1065.000;1169.000,732394.000
MkxXQ8wmfbTbRbgDBAK1,6,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,405.000;721.000;35.000;41.000,818.000
MkxXQ8wmfbTbRbgDBAK1,7,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,397.000;726.000;6.000;7.000,21.000
MkxXQ8wmfbTbRbgDBAK1,8,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,298.000;778.000;289.000;518.000,65610.000
MqWRDetc1VZN6mHw7iwA,5,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,257.000;282.000;328.000;332.000,79579.000
MqWRDetc1VZN6mHw7iwA,6,vest_on_body,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,78.000;741.000;572.000;538.000,239951.000
MqWRDetc1VZN6mHw7iwA,9,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,75.000;282.000;748.000;997.000,447120.000
MvvtCo7VlWi4U7eiAk9x,1,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,575.000;199.000;67.000;65.000,3132.000
MvvtCo7VlWi4U7eiAk9x,2,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1012.000;180.000;156.000;98.000,10054.000
MvvtCo7VlWi4U7eiAk9x,3,helmet_on_head,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,763.000;267.000;112.000;72.000,5472.000
MvvtCo7VlWi4U7eiAk9x,4,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,998.000;180.000;264.000;843.000,132695.000
MvvtCo7VlWi4U7eiAk9x,5,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,529.000;199.000;195.000;527.000,62226.000
MvvtCo7VlWi4U7eiAk9x,6,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,755.000;267.000;176.000;547.000,56980.000
NCdN7Jz3Eoh0ICakh5Cx,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,192.000;68.000;397.000;1230.000,352998.000
NCdN7Jz3Eoh0ICakh5Cx,2,vest_on_body,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,275.000;344.000;299.000;713.000,164604.000
NL3zUnIqUyNKhcch1hNK,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,741.000;249.000;433.000;1002.000,308134.000
NL3zUnIqUyNKhcch1hNK,2,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,809.000;249.000;242.000;188.000,26718.000
NL3zUnIqUyNKhcch1hNK,4,vest_on_body,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,784.000;439.000;387.000;639.000,194041.000
NSxOF60pUyiloAjZa1zY,1,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,1167.000;487.000;56.000;111.000,3938.000
NSxOF60pUyiloAjZa1zY,2,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,678.000;431.000;86.000;175.000,9503.000
NSxOF60pUyiloAjZa1zY,3,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,241.000;182.000;966.000;909.000,336313.000
NSxOF60pUyiloAjZa1zY,4,person,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,704.000;409.000;487.000;533.000,82781.000
Npv1zPbAHshMBBa1mbY4,3,helmet_loose,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,443.000;163.000;803.000;570.000,340699.000
OQJwjQoYsf1KUgr9G0V8,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,906.000;822.000;101.000;198.000,10218.000
OQJwjQoYsf1KUgr9G0V8,2,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,557.000;530.000;129.000;265.000,14908.000
OQJwjQoYsf1KUgr9G0V8,3,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,567.000;530.000;50.000;33.000,1119.000
OQJwjQoYsf1KUgr9G0V8,5,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,802.000;648.000;108.000;132.000,10197.000
OQJwjQoYsf1KUgr9G0V8,7,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,931.000;824.000;33.000;27.000,695.000
OQJwjQoYsf1KUgr9G0V8,8,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,65.000;267.000;12.000;17.000,175.000
OQJwjQoYsf1KUgr9G0V8,C,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,858.000;48.000;19.000;34.000,565.000
OQJwjQoYsf1KUgr9G0V8,B,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,804.000;647.000;97.000;60.000,3523.000
OQJwjQoYsf1KUgr9G0V8,A,vest_on_body,RLE,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,563.000;572.000;63.000;115.000,3989.000
OQJwjQoYsf1KUgr9G0V8,G,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,862.000;36.000;8.000;8.000,44.000
OQJwjQoYsf1KUgr9G0V8,I,helmet_on_head,UNSUPPORTED,MATERIALIZE_RECTANGLE_FROM_BBOX,SOURCE_GEOMETRY_UNAVAILABLE,PHASE_5B_CANONICALIZATION,SYNTHETIC_FROM_PROVIDER_BBOX,,921.300;0.300;7.900;6.000,47.400
OQJwjQoYsf1KUgr9G0V8,J,vest_on_body,UNSUPPORTED,MATERIALIZE_RECTANGLE_FROM_BBOX,SOURCE_GEOMETRY_UNAVAILABLE,PHASE_5B_CANONICALIZATION,SYNTHETIC_FROM_PROVIDER_BBOX,,909.290;6.010;13.300;15.420,205.086
OQJwjQoYsf1KUgr9G0V8,M,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,47.000;264.000;57.000;67.000,2174.000
OgbeepjjlVIRghzAMurI,1,person,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,302.000;238.000;163.000;188.000,17011.000
OgbeepjjlVIRghzAMurI,2,helmet_on_head,POLYGON,KEEP,CANONICAL_PROVIDER_SEGMENTATION,PHASE_5B_CANONICALIZATION,PROVIDER_SEGMENTATION,,435.000;253.000;30.000;43.000,1079.000
