group_id,image_count,zero_instance_image_count,group_type,has_helmet_loose,has_helmet_on_head,has_person,has_vest_loose,has_vest_on_body,images_with_helmet_loose,images_with_helmet_on_head,images_with_person,images_with_vest_loose,images_with_vest_on_body,instances_helmet_loose,instances_helmet_on_head,instances_person,instances_vest_loose,instances_vest_on_body,total_instances
singleton-SOVx70YdnCwZQTD0yb1N,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-SPkjTewbo5B0mADZT61m,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-STq4QNtivjTEw93pnzUf,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-SkRWCmGhaCswgUNKIAos,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-SoyYOpTgmlQWlluJOZEE,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-SpqTKP1HgPTfRMf3kjMw,1,0,SINGLETON,true,true,true,false,true,1,1,1,0,1,2,2,1,0,1,6
singleton-SurmZufksfn5NllTtjD8,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,2,0,0,2
singleton-Sx8zzDNF7sd2E0aaDtN8,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,4,0,1,6
singleton-Sxg7i96XAHXonWrVAV8Q,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-T6C7HiZwQDa07dlanhBF,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,2,0,2,5
singleton-TRn9Bx3c2kyqm0x9Suct,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-TfT34mr30shVLpJdQuu4,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-TqbtZYtTWiEhg5zB0duU,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-Tw3kcCGIMX2DmGQevfCR,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-TypXpPM2GOKRXVcgFCjR,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-U0AseIcul3Oj2l27WnM8,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-U1qd4okczSBsE3VT6pzg,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-U8OKPL7BU1Y2lII5M7Ui,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-UCdf01APuQuNPLZxO7Vb,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,16,0,0,0,0,16
singleton-UUktj1unQEF7oxAAKuge,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-UzXLvGMEvzoOvv29dkyY,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,3,0,0,0,0,3
singleton-V2ZGAcXVfLD8h3Nv7zCq,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,3,4,0,3,10
singleton-VBtNhSPdKWG9aB5UwSAp,1,0,SINGLETON,true,false,true,false,true,1,0,1,0,1,1,0,1,0,1,3
singleton-VKyk8uoMs024kVF0SQRN,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-Vtt35PA66TdcCFU5LqWG,1,0,SINGLETON,true,false,false,true,false,1,0,0,1,0,14,0,0,13,0,27
singleton-VzapfWdPlwdZ5ZjvR9Lz,1,0,SINGLETON,true,false,true,false,true,1,0,1,0,1,1,0,2,0,1,4
singleton-WDUbla9aKXNSFb1VPo3Y,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-WK7rSXorlMi85h9asAR3,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-WeIamb2srt7SBgcfAFq1,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,3,0,0,3
singleton-WfgDXbNWgS61DtELPPR9,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-WiRPJkDVQdPSvkqMW8Rh,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-WizgfRCkmeL3P8qusBOI,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,3,7,0,4,14
singleton-WmrVhZUFxNgrZvYUWnIJ,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,2,4
singleton-WrxzGNad1ocUQmr32npK,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-Wv9gMcKNBNTvFlSRuZe3,1,0,SINGLETON,true,false,true,false,true,1,0,1,0,1,1,0,1,0,1,3
singleton-WvGmeXrUqULTXbaSGJgZ,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,3,5
singleton-Wxlj5YOPuTXsUopMH7bg,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-WzTgGIeyuH1B3BYfY7tf,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-X5ZA7xQ8Kzl1xm0xBcdd,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-X8B97hWGbmozigS9fEf4,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-XJ12x7QMBoWQ5JDrvK1E,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-XQUau6Bs9iWpTYrXHtq0,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-XR2eyVIj5HC0jcNt3TaF,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-XakHn7NQJzcdCBMuA4V1,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,4,0,0,4
singleton-XglPXJS02oKjbtcYMeG1,1,0,SINGLETON,true,false,true,false,false,1,0,1,0,0,1,0,1,0,0,2
singleton-XvqBrAuKPXCrvqEIjBai,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,2,0,1,4
singleton-Y1meTyz9qAlTOKqcMF21,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,4,6
singleton-Y8Qx4RUxXlcq5dm2gx4n,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,3,3,0,2,8
singleton-YEZrZA7GrbvlyKBA7z5q,1,0,SINGLETON,true,false,true,false,false,1,0,1,0,0,2,0,1,0,0,3
singleton-YUsaUSUsoTg1Dhf5PVRS,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-Ye8ccAU3zvBw2RWzUr4w,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,2,0,2,4
singleton-Yus4GG8O9bfML35pe2Xg,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,3,4,0,3,10
singleton-ZBOFTpRZenVU4pLo2qvs,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,4,0,0,0,0,4
singleton-ZC5U6cHpgTUpFTtOQWiW,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,2,0,1,3
singleton-ZSEtO1xi7ojj6XTirEb1,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,4,4,0,6,14
singleton-ZtkHwixUGYxprWRUjVfK,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-ZyE71IGsDLI6OG9aIUwV,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,2,0,1,3
singleton-aEsSiryCIhDl2uLhyYVc,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-aY9eNC7XGXN7yzM04BIy,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-ahfMFVQYlwiC5qDCiYTe,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-ajCO2t9BGFENy5GElzHf,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-ajcbQPBpsaCua5ocPPgp,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,2,0,0,2
singleton-arsAD5W3OM2LZE59FvZO,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-bQfpZl7W2IH4XyIddjOY,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,7,0,0,7
singleton-bQh3X6QEPcT50H0QeLPP,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,3,0,0,3
singleton-bya4T8yTfPXtyN71EGq6,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-cR6jQqnXlXEih0YeParx,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,9,0,0,0,0,9
singleton-cYheOItaMXJ9X72dU5u4,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,2,2,0,0,4
singleton-d1LRdQbKYoIKVWX76Mj1,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-dOdZyD1R1kVyKKu9TD1D,1,0,SINGLETON,false,false,false,true,false,0,0,0,1,0,0,0,0,3,0,3
singleton-dV0CbyCSJtXWWMuNiUBb,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,2,0,2,5
singleton-dVaKcGZ9EJmsN6TEqTdZ,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-dYU1JnyrMTQu4U60pGK9,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-dcveFfgBcxZdfrcwfGt2,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,3,3,0,3,9
singleton-dkDUAa5JcRqtBp6op5UD,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,2,0,2,6
singleton-dwz8H6tUE91TOzWAqabt,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,9,0,3,13
singleton-eAKrlJVl2YEdaogp9yez,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,4,0,0,4
singleton-eK6ftnVVMa7WC57HMKWj,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,2,0,0,2
singleton-eZW0CBCWqoYoxqYPQphx,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-euCQjjUlEThJqziS0g9T,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-f0Z2QQcy1PolmwGQXPzx,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,5,0,1,6
singleton-f1CUR1R0AXa8BF8OuBa2,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,28,0,0,0,0,28
singleton-f9lN7loqzgrkrUl5cotk,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,2,2,0,0,4
singleton-fACVNCxfZ1UpWLOyW5Un,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-fCguAs4b5u4OAThWLpsh,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,3,3,0,0,6
singleton-fLAAu4V914vaOBpzi2jz,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-fUSboNBF7gsWxFhJcana,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-fVfuf7cWPnRyw4D9x1vo,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-fZbJypRfWdeUfPmPJbv2,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,14,0,0,0,0,14
singleton-feq9UuxoWtVRBPUnMr4G,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,3,0,0,3
singleton-fh9ZLK61WWobTGZsxZtb,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-fl9aZo56CB47TAGghJlT,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-fttALlrksUCBwd1P1uxT,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,3,0,2,6
singleton-g1wRtvNq6gOrnSakm4aj,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,7,0,0,7
singleton-gNPDrOkY5ncvCstpk8Ir,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-gPFGULsXJIadGfSxA0ZC,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-gYn6rlfE3jNZF4ue6QGT,1,0,SINGLETON,true,false,true,false,false,1,0,1,0,0,1,0,2,0,0,3
singleton-glS8kOIkWw2z5g9Jf0YI,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,2,0,0,2
singleton-gtQyCqdKvXk2yIeURzCw,1,0,SINGLETON,true,false,true,false,false,1,0,1,0,0,1,0,1,0,0,2
singleton-guTxd6qoSMleRrrzuudX,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,3,0,2,7
singleton-gwAoT5NhaRgUOaU5OHpI,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-hKVfPWLhNq2uN8d3SJs1,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-hRBalleqqyG7t2msbEJX,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,4,0,0,4
singleton-hn0aQnTlX2RCubxvozTD,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-hsfBHYazMXnS3WJlQzR7,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,2,0,2,6
singleton-iJ4dUZWQCFaMhFRpxFFB,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-iYDeCo5SbjJugwsbVESB,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,14,21,0,1,36
singleton-iaiWnIvvT5pVlhb0dKOl,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,3,3,0,0,6
singleton-ifby7cAiqu9ONl1N8bBb,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-imjwATL2GrVSVnpZbh6h,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-inWNXCMjoiZbYJ8VZYuO,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-iubfYkjY0FQevxBHrSDF,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,4,4,0,4,12
singleton-j62kdLyGTgOcZr6cFg4l,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-jB6vHTpd3bg6PYMbkqIa,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-jDwIXNJBgF475XoAE6vp,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,5,0,2,8
singleton-jMjBquUFO7RKmJoREtKf,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-jZRJXWZrSuoa2xxRDSQL,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-k5KncB0t5cKDlnJjjD7R,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-k9xkkgvQEhZ5r4UBzBLi,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,2,0,0,2
singleton-kTH5lgBkMr7IPrRdEdsH,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-kd9SJdeJNaqWF3otEono,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,4,0,0,0,0,4
singleton-keYyPpX3glyxtyVpJW0h,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-kfY9GYBFnMHnsmXlT7Pk,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,2,4
singleton-krq8FSSwp3IHgm9N0pao,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-kusZ7rL0IJdPP025Z3VL,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,64,0,0,64
singleton-l3CKxvrKhNSJ5s7EZGYx,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,4,2,0,4,10
singleton-l6p3b5329wOTIlDWrxKz,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-l9Dl2hgmgUUntj7KnCDr,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-lHkj3xNmUL3G67dHG1Zr,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,6,8
singleton-lSb8IK6pm0WEKyASISFH,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-lgBtELsXF4mmvJVuTAhW,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,4,0,0,4
singleton-ljmzAWSjDGWvNtmeIhi5,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,19,0,2,22
singleton-m2cPIgGRcvybNcEUB6QU,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,7,7,0,7,21
singleton-mGpEymQ65D2CMZ9cGGfq,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,4,4,0,3,11
singleton-me3L0EvJNoTCq7JgLKP6,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,4,0,0,4
singleton-mlodMvChxLj1pS9RDfqi,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,2,0,0,3
singleton-mp5LAcrQy7CC3sruY2wU,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-mzi1EX980oEaKVVulnGv,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,4,0,0,4
singleton-n3HmiRWyY5MKTrr6Vrd3,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,2,0,1,5
singleton-nQrqR72SD3sC9Hms1O9U,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-nTcgBq8KIfwkvtofPfOw,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,2,0,2,6
singleton-nXwfWz2We6dOnsyzeEno,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,11,14,0,0,25
singleton-naWKv1VFkDVnpPnS59Bf,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-niY7CVigYcNQ0OdTBcor,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,3,10,0,0,13
singleton-o0SiQwUZ5uRlCXASCtiR,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-oC3kPMC7WbZm0vaMoq09,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-oJppm5xk3UqypLwM3EiO,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,2,0,2,6
singleton-oL1x933NyN6wiKXhxOob,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,3,5
singleton-oNY9i1I2LbSYd4Zq924U,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-oTvvPXX0GF2JCGezEtXJ,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,2,0,0,3
singleton-ojwkuYxr8Yg4pw09PSCT,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-p0WuKqx9EeARevPPWyRq,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-p96kP7xmkvs84TmnINFt,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-pE6UkMMWzcDOy86QHSoC,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,33,0,0,33
singleton-pIzGCRRLnf8bfGnx48Ka,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-pMftFzW2M3bmHHBJOTG2,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,7,0,0,7
singleton-pb3x906Z3qhaYLgBVWrb,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-prVjNgHS0pAKIQUelidW,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-pwZkhgJcda4HLCsziTh1,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-q2wyXKnABjAqqL0mLiG7,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,4,6
singleton-q96gkRtLhrZTtKhFqiQU,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-qEBVz8CKiWp4KmTFLCBu,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-ql4CBoTCV3vDAYdQsYAA,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-qm0fl8ee3HpSLSCrrqDG,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,2,0,2,4
singleton-qpGvhFrN8YelHx1yTsM9,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,7,9
singleton-qrutbsVFIvplPnd3QSpO,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-qx08jrWTs2SMpvKiaAT7,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-r3HWnAoRdj2C2qeAdFkr,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,3,9,0,3,15
singleton-r3UicRnZtAlek7LbZebm,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,2,0,2,6
singleton-r4BbR2gJ7CPp1ObMrFIz,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-rE8YybvIjJNdTtORaoUg,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-rGmTI5PGRqRSwShjd9Ud,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,2,0,0,2
singleton-rH8exgws1DxUXM1Sl2EC,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,2,0,2,4
singleton-rTdiLvt8dIscf2PQBU1j,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-rYhDjwrXPlmdX7ft3uh3,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-reY8VQLEFB5lzBT6SyIc,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-rgmMTV7vKJ6wlhm6IioB,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,2,0,0,3
singleton-rpdoJYbURHUkBIZtjRyx,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,6,0,0,6
singleton-s9ircNOjL3KJuH5uqnhY,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,11,0,3,14
singleton-sCBw5cHMoREKazVjQfkj,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,35,0,0,0,0,35
singleton-sRXEOujQOUMfRHzPXYsE,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,2,2,0,2,6
singleton-sSsfNfmuKklWQnB6wgFb,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,5,0,0,5
singleton-sl5odNB8YRmCtgwWD7pE,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-szhdyw6JE1HhJo9ILihS,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-szjOIXL0vHTzXnHCk2QD,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-t3Bt4eQVavoJA4eXFvEO,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-t92NygAuu8S9QMcR2Neh,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-tAHPTKhPWsGlGkTWoapB,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-tgYP65AdeQ00p58sCuL0,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,5,0,0,5
singleton-tqzQPhC5wHy3xDwCdFuo,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-u4uGaDsy2tThEpOEs5TM,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,3,4,0,4,11
singleton-uZZkiFjkPxvryVuQh0S0,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,3,0,0,3
singleton-v1m3svUyUjC30E9pB92L,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,1,3
singleton-vYEZdbnXgIU3r7Aa4AWT,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,1,1,0,2,4
singleton-va1h7fuyzlYl8u8358Qx,1,0,SINGLETON,false,false,true,false,false,0,0,1,0,0,0,0,1,0,0,1
singleton-vh2ww5CJ1DQeofRTmQMg,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,2,3,0,0,5
singleton-vhz25WpcjcQ6mGS8YP5I,1,0,SINGLETON,true,false,true,false,false,1,0,1,0,0,1,0,1,0,0,2
singleton-vltD7ae0puVQgcj8VjlZ,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,38,0,0,0,0,38
singleton-vz16uUIqOlsdLgROccQ3,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-wFFDRQDkZr4rERlpbwFV,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,1,0,0,0,0,1
singleton-wS4knG95ig6T2ZEozbZe,1,0,SINGLETON,true,false,false,false,false,1,0,0,0,0,9,0,0,0,0,9
singleton-wYXa9TLh0h7ZFuKLZ9KA,1,0,SINGLETON,false,false,true,false,true,0,0,1,0,1,0,0,1,0,1,2
singleton-wfDgURKw6U5nt33bmej0,1,0,SINGLETON,false,true,true,false,false,0,1,1,0,0,0,1,1,0,0,2
singleton-wpbZJyURzZHruvXGMRtd,1,1,SINGLETON,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0
singleton-x9uzQ6SwddanWcvV1McI,1,0,SINGLETON,false,true,true,false,true,0,1,1,0,1,0,8,11,0,7,26
singleton-xCsoN8tQQsB259iyGJJD,1,0,SINGLETON,false,false,false,true,false,0,0,0,1,0,0,0,0,1,0,1
